gene,trait,p_acat,n_tissues,in_both,z_wb
FCF1,DR,4.755011102013878e-05,2,True,-0.5694
FCHO2,DN,0.3553032095375563,2,True,-0.3062
FCHO2,DPN,0.0007790457938630193,2,True,0.5774
FCHO2,DR,0.026752320848118242,2,True,1.3235
FCRL5,DN,0.2418038264367844,1,False,-1.1705
FCRL5,DPN,0.016175591823218788,1,False,-2.4049
FCRL5,DR,0.890503399618614,1,False,0.1377
FGD3,DN,3.999384212528536e-18,1,True,
FGD3,DPN,4.786327355139564e-20,1,True,
FGD3,DR,1.0176549400982931e-06,1,True,
FGF11,DN,0.0008608394935844391,1,True,
FGF11,DPN,0.9991201783120459,1,True,
FGF11,DR,5.631705253147345e-09,1,True,
FGFR4,DN,0.00015817942576705542,2,True,-2.1657
FGFR4,DPN,0.07773263486990017,2,True,-1.1617
FGFR4,DR,0.01514115813266116,2,True,2.4148
FIG4,DN,0.017551995152954296,2,True,2.3527
FIG4,DPN,1.8160939381177844e-13,2,True,-2.4468
FIG4,DR,0.11206236458628481,2,True,0.2457
FKBP9,DN,1.530437763969964e-09,2,True,4.4532
FKBP9,DPN,3.724010565834299e-12,2,True,3.3799
FKBP9,DR,0.0006491633919720333,2,True,3.4124
FMNL1,DN,0.39415047009666154,1,False,-0.8521
FMNL1,DPN,0.5312933939109897,1,False,-0.626
FMNL1,DR,0.5195724530419481,1,False,0.644
FOXN2,DN,0.20492604567345882,1,False,1.2676
FOXN2,DPN,0.008477975517716643,1,False,2.6324
FOXN2,DR,6.195717559690335e-23,1,False,9.8601
FRA10AC1,DN,8.861928337664049e-44,2,True,-13.8759
FRA10AC1,DPN,2.7930768845636755e-05,2,True,-3.1812
FRA10AC1,DR,3.450278184135337e-07,2,True,0.578
FUCA2,DN,0.9729224498052623,1,False,-0.0339
FUCA2,DPN,0.49524864154295645,1,False,0.682
FUCA2,DR,0.7132113219436187,1,False,-0.3675
FUT11,DN,1.861527649650763e-05,2,True,-4.1279
FUT11,DPN,0.4986117913295862,2,True,0.6317
FUT11,DR,1.0,2,True,0.7577
GCM1,DN,0.03601652370143628,1,False,2.0967
GCM1,DPN,0.9069997291694533,1,False,-0.1168
GCM1,DR,4.976073392036419e-07,1,False,-5.0272
GGACT,DN,2.401874740351281e-13,2,True,7.3243
GGACT,DPN,0.00037316947445108895,2,True,3.5581
GGACT,DR,0.0004690238565210633,2,True,3.4634
GID8,DN,0.029541658759268632,2,True,2.1882
GID8,DPN,0.047618883245078396,2,True,1.5868
GID8,DR,0.000357234180522271,2,True,3.5705
GIT1,DN,0.6871841591272294,1,False,0.4027
GIT1,DPN,0.000754004155607849,1,False,3.3691
GIT1,DR,0.15417329381998654,1,False,1.4249
GK5,DN,4.8135269054767e-05,2,True,4.0629
GK5,DPN,3.576561537211439e-05,2,True,4.1332
GK5,DR,0.13798365355518863,2,True,0.2921
GMCL1,DN,0.1189426749102851,2,True,1.249
GMCL1,DPN,1.0,2,True,-0.5659
GMCL1,DR,0.04236387839306141,2,True,-1.732
GNPDA1,DN,4.873346478643233e-06,2,True,3.9134
GNPDA1,DPN,1.474436835101621e-07,2,True,5.2443
GNPDA1,DR,0.003525946057842215,2,True,1.2991
GOLGA5,DN,0.04890439717334583,2,True,1.4635
GOLGA5,DPN,0.14878275021343376,2,True,-1.2411
GOLGA5,DR,0.4743325852028066,2,True,-1.009
GOLGA7B,DN,1.6728029809817912e-40,2,True,-13.3243
GOLGA7B,DPN,1.5444805434043082e-61,2,True,16.5522
GOLGA7B,DR,0.002328451214348914,2,True,3.0307
GPR137,DN,0.6487702789306755,1,True,
GPR137,DPN,0.5348166349780408,1,True,
GPR137,DR,1.0116068807633422e-07,1,True,
GPR20,DN,0.0049041779527503404,2,True,-2.6983
GPR20,DPN,0.2280228465595906,2,True,1.4186
GPR20,DR,3.6242378854972006e-07,2,True,5.0877
GPR4,DN,0.23618972358912413,2,True,-1.4263
GPR4,DPN,1.6306090228141204e-12,2,True,-7.0629
GPR4,DR,0.2343305422344395,2,True,1.2973
GRAMD1C,DN,0.04817612745188077,2,True,0.7608
GRAMD1C,DPN,0.001847681370957003,2,True,3.0867
GRAMD1C,DR,0.027308134600409616,2,True,2.1627
GRAMD3,DN,2.8387182126834046e-07,2,True,-3.2001
GRAMD3,DPN,2.0223332241537508e-08,2,True,-5.6101
GRAMD3,DR,0.008008632788837896,2,True,-2.6061
GSTA1,DN,1.0,2,True,-0.0275
GSTA1,DPN,0.047183645998587674,2,True,-1.6137
GSTA1,DR,0.059179516510499776,2,True,-1.5287
GSTM3,DN,6.458004926615362e-09,2,True,-1.7114
GSTM3,DPN,0.028074608629426658,2,True,-0.8097
GSTM3,DR,7.033871865662051e-31,2,True,-3.7442
GTF2E1,DN,1.0,2,True,-0.701
GTF2E1,DPN,1.0,2,True,0.0537
GTF2E1,DR,0.0035664917171493995,2,True,-2.9135
GTPBP1,DN,9.999999999999999e-301,2,True,10.7467
GTPBP1,DPN,1.1204076978803901e-66,2,True,17.2499
GTPBP1,DR,9.999999999999999e-301,2,True,24.1877
GYPC,DN,1.0,2,True,0.1558
GYPC,DPN,1.0,2,True,-0.1592
GYPC,DR,0.02988412009603825,2,True,2.1682
HACD2,DN,0.04795026640663192,2,True,-1.5202
HACD2,DPN,8.959379068143844e-17,2,True,-1.3559
HACD2,DR,5.1738606140613296e-33,2,True,-2.4885
HCG11,DN,0.1144370973432174,1,False,1.5786
HCG11,DPN,4.595285817200647e-56,1,False,15.7754
HCG11,DR,1.4713531146200817e-28,1,False,11.0857
HECA,DN,0.5915605112396336,1,False,-0.5366
HECA,DPN,0.7021900311652818,1,False,0.3824
HECA,DR,0.08053234641982542,1,False,-1.7476
HEMK1,DN,1.0467408094899417e-27,2,True,-6.2818
HEMK1,DPN,1.7095876775693772e-15,2,True,0.8956
HEMK1,DR,1.4998765942105453e-241,2,True,-15.8958
HERPUD2,DN,1.0,2,True,1.5449
HERPUD2,DPN,1.0,2,True,-0.0417
HERPUD2,DR,0.3450988237675737,2,True,-0.4287
HIF3A,DN,1.3670861721910964e-09,2,True,6.0593
HIF3A,DPN,0.00020828646646248427,2,True,3.7086
HIF3A,DR,0.006193383300280825,2,True,2.7309
HINT2,DN,0.0763264540232533,2,True,1.4735
HINT2,DPN,1.8167298870194576e-06,2,True,4.6096
HINT2,DR,5.061410888045706e-06,2,True,-4.4278
HIP1R,DN,1.0,2,True,1.1107
HIP1R,DPN,1.0,2,True,-0.1281
HIP1R,DR,1.0,2,True,-0.9064
HIST1H2BN,DN,4.999999999999999e-301,2,True,-43.6198
HIST1H2BN,DPN,4.999999999999999e-301,2,True,-64.1013
HIST1H2BN,DR,4.999999999999999e-301,2,True,-105.2157
HK2,DN,2.364800802683167e-20,2,True,0.8725
HK2,DPN,2.977379153250393e-28,2,True,-1.8127
HK2,DR,0.03509010203819102,2,True,2.081
HMGCL,DN,0.032204638909010125,2,True,1.8562
HMGCL,DPN,1.0,2,True,0.5746
HMGCL,DR,0.10675655667512668,2,True,1.3009
HNRNPD,DN,0.00868046260700908,1,False,2.6244
HNRNPD,DPN,0.0012502049924480692,1,False,-3.2272
HNRNPD,DR,0.9321114277362166,1,False,0.0852
HOXB4,DN,0.04357942686697179,2,True,0.617
HOXB4,DPN,0.06738401410160574,2,True,-1.82
HOXB4,DR,1.0,2,True,0.0342
HPCAL1,DN,0.0001959291725391378,2,True,2.6057
HPCAL1,DPN,0.0002668060681107083,2,True,3.1858
HPCAL1,DR,0.09362948400264162,2,True,-0.762
HRG,DN,0.010908763788003806,1,False,-2.5456
HRG,DPN,0.8427965193970999,1,False,-0.1983
HRG,DR,0.23634257183422935,1,False,-1.1842
HS1BP3,DN,1.0,2,True,-0.0794
HS1BP3,DPN,0.01386934493881148,2,True,0.4617
HS1BP3,DR,0.09844150374940332,2,True,0.123
HS3ST3A1,DN,2.6998027132225645e-07,2,True,-1.3438
HS3ST3A1,DPN,8.05166613449488e-08,2,True,-0.7231
HS3ST3A1,DR,0.008509535237645676,2,True,1.5965
HSD17B6,DN,0.0007595505192049672,2,True,-3.171
HSD17B6,DPN,0.048751595735612975,2,True,-1.668
HSD17B6,DR,7.969295813600763e-06,2,True,-4.3153
ID3,DN,0.306856336498842,1,False,1.0218
ID3,DPN,0.6243345743739948,1,False,-0.4897
ID3,DR,0.6878343868246476,1,False,-0.4018
IDH2,DN,0.1927374920856708,2,True,0.7219
IDH2,DPN,0.03000336205728384,2,True,-0.2146
IDH2,DR,0.010337701222791944,2,True,2.4489
IFIH1,DN,0.0035105511719305447,1,False,-2.9191
IFIH1,DPN,0.159334875470738,1,False,-1.4073
IFIH1,DR,0.0035444650887746978,1,False,-2.9161
IFT122,DN,0.06329524696374095,2,True,1.3528
IFT122,DPN,0.41260004381926385,2,True,-0.7417
IFT122,DR,1.0,2,True,0.2161
IGF2,DN,2.474175698036256e-31,1,False,11.6436
IGF2,DPN,1.0316817486922722e-07,1,False,5.3211
IGF2,DR,2.796768371161758e-84,1,False,19.4521
IL11RA,DN,6.637824714981137e-10,1,True,
IL11RA,DPN,0.040830523829082144,1,True,
IL11RA,DR,4.998767332085004e-15,1,True,
IL15,DN,0.1885260555450019,2,True,-1.0031
IL15,DPN,2.2748544463432303e-05,2,True,0.4101
IL15,DR,0.31635273486790555,2,True,1.1832
IL18R1,DN,0.05311777192031485,2,True,-1.9279
IL18R1,DPN,3.9859677984777745e-20,2,True,-9.1884
IL18R1,DR,0.321197514060675,2,True,-1.2506
ILK,DN,0.2836403120411546,2,True,-0.8932
ILK,DPN,0.4723883567668376,2,True,-0.4233
ILK,DR,1.0,2,True,0.3968
IMPDH1,DN,0.049136438220475226,1,False,-1.9674
IMPDH1,DPN,1.1653820521115132e-13,1,False,-7.4207
IMPDH1,DR,0.00018409539717420266,1,False,3.7399
INO80B,DN,0.005041355575413165,1,False,2.8044
INO80B,DPN,0.26862924016033507,1,False,1.1062
INO80B,DR,2.4531573586271447e-06,1,False,4.712
IQGAP2,DN,0.16163251781720142,2,True,0.6262
IQGAP2,DPN,0.18108011438088123,2,True,1.3497
IQGAP2,DR,0.007767986599922861,2,True,1.3539
IQSEC3,DN,0.1608525810722756,2,True,1.2519
IQSEC3,DPN,0.16255822981339266,2,True,-1.0458
IQSEC3,DR,0.12863420586031485,2,True,1.3947
IRAK1BP1,DN,0.2816558006124527,2,True,-0.566
IRAK1BP1,DPN,0.14336813272797924,2,True,1.6397
IRAK1BP1,DR,3.3342910550748284e-06,2,True,4.6491
ISM1,DN,0.1130841176883674,1,False,1.5845
ISM1,DPN,0.19558100595621963,1,False,-1.2942
ISM1,DR,0.7908279812302891,1,False,-0.2652
ITGA2B,DN,0.0006169913790385461,1,False,-3.424
ITGA2B,DPN,0.17195611901890936,1,False,-1.3659
ITGA2B,DR,9.634108468146326e-06,1,False,-4.4252
ITGAD,DN,0.20392453176553704,2,True,0.865
ITGAD,DPN,0.08418003798803898,2,True,2.1144
ITGAD,DR,6.771267726225646e-07,2,True,4.9678
ITPRIPL1,DN,0.13800915912330267,2,True,0.7895
ITPRIPL1,DPN,0.05085046799664015,2,True,-0.2223
ITPRIPL1,DR,0.00745037935555242,2,True,2.159
JAG1,DN,5.1534941783206995e-114,1,False,22.6938
JAG1,DPN,5.32853947455701e-32,1,False,-11.7738
JAG1,DR,0.024117021340961897,1,False,2.2553
JMJD4,DN,2.909709769020498e-09,2,True,-5.491
JMJD4,DPN,1.0959965333185113e-06,2,True,-4.1427
JMJD4,DR,0.02118268588838654,2,True,1.9687
KATNBL1,DN,1.0,2,True,0.7139
KATNBL1,DPN,0.0467507051631111,2,True,-1.4175
KATNBL1,DR,0.02609287208681428,2,True,1.5412
KBTBD11,DN,0.054557850240616816,2,True,-0.9627
KBTBD11,DPN,7.48979429839583e-15,2,True,7.7759
KBTBD11,DR,0.02954198368967498,2,True,-2.1931
KBTBD4,DN,0.0001986803858117647,1,False,3.7207
KBTBD4,DPN,0.006987105018477389,1,False,-2.6975
KBTBD4,DR,0.9202500893742827,1,False,0.1001
KCNK17,DN,0.0011157403750909104,2,True,3.1357
KCNK17,DPN,1.4992176063666357e-11,2,True,1.1021
KCNK17,DR,1.2968613981552317e-06,2,True,-2.3149
KCNMA1,DN,0.6403006972315826,1,False,-0.4673
KCNMA1,DPN,0.37273854892829666,1,False,-0.8914
KCNMA1,DR,0.005515074508483859,1,False,2.7753
KCNQ5,DN,0.8958527976546574,1,True,
KCNQ5,DPN,0.6684861184512236,1,True,
KCNQ5,DR,0.23726579779169243,1,True,
KDM5B,DN,0.5694922080705289,1,True,
KDM5B,DPN,0.9251000493998405,1,True,
KDM5B,DR,0.041138451482101566,1,True,
KIF13A,DN,1.445302477219529e-07,2,True,5.2594
KIF13A,DPN,4.169233881037426e-96,2,True,20.8018
KIF13A,DR,3.1479889268708965e-35,2,True,12.3851
KIF18A,DN,1.8331898108372806e-34,2,True,-5.3719
KIF18A,DPN,1.8491360930998474e-05,2,True,-4.2824
KIF18A,DR,9.243525971317756e-05,2,True,-1.202
KIF23,DN,5.965781440572177e-06,2,True,-4.5246
KIF23,DPN,6.205836703695193e-38,2,True,-12.8752
KIF23,DR,0.22407079085209194,2,True,0.8591
KIFC1,DN,0.0005439050787446469,2,True,3.2668
KIFC1,DPN,1.0,2,True,-0.3471
KIFC1,DR,0.0005070385031547674,2,True,3.2866
KLHL40,DN,1.0,2,True,-0.0534
KLHL40,DPN,1.0,2,True,0.3976
KLHL40,DR,0.0003540289348990631,2,True,3.3864
LAMB2,DN,0.15548732498343565,1,False,1.4204
LAMB2,DPN,0.9222784962762071,1,False,-0.0976
LAMB2,DR,0.3391043291316456,1,False,0.9559
LANCL1,DN,0.33237881212157955,2,True,0.8189
LANCL1,DPN,0.044470073387952745,2,True,-1.7507
LANCL1,DR,0.025343370399085897,2,True,-1.9302
LAPTM4A,DN,0.015308993012514663,2,True,2.4088
LAPTM4A,DPN,0.0038892254471434256,2,True,2.8567
LAPTM4A,DR,0.3312388956346398,2,True,1.3014
LARP1,DN,0.709669093810293,1,False,-0.3723
LARP1,DPN,0.656331878026373,1,False,-0.445
LARP1,DR,0.5109853068634165,1,False,0.6573
LCN8,DN,1.0,2,True,0.4996
LCN8,DPN,0.0017759544737012637,2,True,3.1016
LCN8,DR,6.243211016921222e-11,2,True,-6.5378
LEAP2,DN,0.007097720426977228,1,False,2.6922
LEAP2,DPN,0.9736258167387726,1,False,-0.0331
LEAP2,DR,0.5593342978238385,1,False,0.5838
LEPROT,DN,0.022428687665674754,2,True,1.1578
LEPROT,DPN,0.006777928213751675,2,True,0.0999
LEPROT,DR,0.0052241821476661145,2,True,1.8053
LIN37,DN,1.0,2,True,-0.6006
LIN37,DPN,0.002004148838448243,2,True,2.8775
LIN37,DR,2.9466449887308615e-06,2,True,4.5302
LIN7A,DN,0.0002902491278632416,2,True,3.6242
LIN7A,DPN,0.1230327916177454,2,True,1.5967
LIN7A,DR,2.2502749344900906e-08,2,True,-5.5916
LINC00324,DN,0.004988339473323905,2,True,-0.3501
LINC00324,DPN,0.10697845196867087,2,True,-0.7944
LINC00324,DR,0.0010169585922655056,2,True,-3.1542
LINC00662,DN,6.425782477828093e-65,2,True,7.9846
LINC00662,DPN,0.010924057860891092,2,True,-1.3516
LINC00662,DR,1.2124763599411833e-05,2,True,4.3398
LINC00865,DN,0.01119935712278345,2,True,-2.4753
LINC00865,DPN,0.0010260161961871347,2,True,-3.2142
LINC00865,DR,0.053702892840225044,2,True,-1.1196
LINC00937,DN,0.0,1,True,
LINC00937,DPN,0.0,1,True,
LINC00937,DR,0.0,1,True,
LINC00954,DN,0.06394093954463788,2,True,0.7528
LINC00954,DPN,0.175520135830766,2,True,-1.5056
LINC00954,DR,0.0001005381982775133,2,True,3.8893
LINC01291,DN,0.0034405053620566073,2,True,2.7026
LINC01291,DPN,0.06979596780943974,2,True,1.5006
LINC01291,DR,0.1946614504698462,2,True,1.0304
LINC01597,DN,0.17438918691351332,2,True,1.1421
LINC01597,DPN,6.414643504570712e-20,2,True,9.1371
LINC01597,DR,5.183929661790356e-19,2,True,8.9083
LINC01644,DN,6.510833382116596e-08,2,True,0.2819
LINC01644,DPN,3.0163440268701495e-09,2,True,-1.7527
LINC01644,DR,3.709035271797209e-05,2,True,0.3596
LINC01934,DN,0.001606898132724986,1,False,-3.1547
LINC01934,DPN,0.12835158363908974,1,False,1.5206
LINC01934,DR,0.9465611032133292,1,False,-0.067
LINC01970,DN,0.3907568057593321,2,True,0.7659
LINC01970,DPN,0.003421037209118397,2,True,-2.7045
LINC01970,DR,0.011429618198827107,2,True,2.2763
LINC01993,DN,0.0025148953734197717,1,False,3.0215
LINC01993,DPN,2.4679129805737958e-05,1,False,4.2177
LINC01993,DR,0.001774424905548591,1,False,3.1256
LINC02062,DN,0.34063533583567973,2,True,-1.2686
LINC02062,DPN,0.26584453755614623,2,True,-1.5016
LINC02062,DR,1.0,2,True,-0.4218
LOXL2,DN,0.29443657091409137,1,False,1.0484
LOXL2,DPN,0.05517596930916067,1,False,1.9175
LOXL2,DR,0.0250959823082612,1,False,2.2399
LPCAT3,DN,1.4667130248834496e-09,2,True,-5.9353
LPCAT3,DPN,5.87284259015991e-15,2,True,-7.7188
LPCAT3,DR,9.041746998070015e-78,2,True,-18.6308
LPCAT4,DN,0.004669895564679277,2,True,-2.6526
LPCAT4,DPN,0.018514747874364832,2,True,-0.5594
LPCAT4,DR,1.0,2,True,0.2252
LRIG2,DN,0.037176651380229714,2,True,1.7905
LRIG2,DPN,0.11684784754899243,2,True,-1.2572
LRIG2,DR,0.022269678467478873,2,True,2.011
LRRC23,DN,0.037925310421947,2,True,1.7593
LRRC23,DPN,8.389110809537808e-05,2,True,3.6996
LRRC23,DR,0.008186033352026615,2,True,2.4434
MAB21L3,DN,7.714902362902825e-18,1,False,8.6038
MAB21L3,DPN,7.455610768895725e-06,1,False,4.4802
MAB21L3,DR,5.481922499009574e-19,1,False,8.9021
MAFG,DN,0.738552127724839,1,False,-0.3338
MAFG,DPN,0.0071706530285010625,1,False,-2.6888
MAFG,DR,0.007718468515850136,1,False,-2.6641
MAP3K10,DN,0.005388409730629456,2,True,2.2212
MAP3K10,DPN,1.0,2,True,-0.9956
MAP3K10,DR,1.0,2,True,-0.2194
MAP3K14,DN,7.13408438077117e-05,1,True,
MAP3K14,DPN,0.00015886651088545665,1,True,
MAP3K14,DR,0.6085795549953377,1,True,
MAP4,DN,0.3894517048387531,2,True,0.7853
MAP4,DPN,1.0,2,True,-0.2445
MAP4,DR,3.962684573243837e-08,2,True,5.3797
MARC1,DN,0.0,1,False,410.8701
MARC1,DPN,7.051450305888897e-07,1,False,4.9599
MARC1,DR,0.0,1,False,-129.1792
MARS,DN,0.17524319055202006,1,False,1.3555
MARS,DPN,0.10638561958229625,1,False,-1.6147
MARS,DR,0.18585157310778952,1,False,-1.323
MCM8,DN,0.11541161838136478,2,True,-1.1322
MCM8,DPN,0.008910075276131893,2,True,-2.2364
MCM8,DR,1.3394526103866937e-05,2,True,3.5503
ME2,DN,2.36012132656635e-05,2,True,4.2268
ME2,DPN,1.2350324883847016e-10,2,True,6.432
ME2,DR,0.007315671266977331,2,True,2.6799
MED17,DN,0.0245898034127494,2,True,2.145
MED17,DPN,0.173446058422048,2,True,1.2427
MED17,DR,4.442885905365507e-09,2,True,-1.8146
MED18,DN,0.009828799749508682,1,False,-2.5818
MED18,DPN,0.5408940648702085,1,False,0.6115
MED18,DR,0.0019475745632357932,1,False,3.0981
MED22,DN,0.43150548451466836,2,True,-1.1643
MED22,DPN,0.23234878686106533,2,True,-0.4259
MED22,DR,1.0,2,True,0.1566
MED28,DN,0.8352595235162167,1,False,0.208
MED28,DPN,0.873430490300617,1,False,-0.1593
MED28,DR,0.05673187564093852,1,False,1.9054
MFSD2B,DN,0.8570043250585854,1,False,0.1802
MFSD2B,DPN,0.428165756508545,1,False,0.7923
MFSD2B,DR,0.17682413788600115,1,False,1.3506
MFSD3,DN,2.407285129692805e-12,2,True,3.4266
MFSD3,DPN,0.02521928437021334,2,True,-0.7471
MFSD3,DR,0.0019083157019226648,2,True,-1.7799
MFSD5,DN,0.11724306076397309,2,True,-1.3832
MFSD5,DPN,0.059360945812817055,2,True,-1.4609
MFSD5,DR,0.07718760597844004,2,True,-1.3452
MIA3,DN,2.808368294929501e-10,2,True,4.2765
MIA3,DPN,4.840171210294892e-06,2,True,-0.9446
MIA3,DR,1.0165991656973261e-26,2,True,-10.7001
MICAL2,DN,0.06785527525240613,1,True,
MICAL2,DPN,5.057142705470263e-06,1,True,
MICAL2,DR,0.09119896239409372,1,True,
MIR3945HG,DN,0.007787953882664332,2,True,-1.9493
MIR3945HG,DPN,0.08469683536074704,2,True,1.6953
MIR3945HG,DR,1.0,2,True,0.4496
MPHOSPH9,DN,0.46259282652067424,2,True,0.4807
MPHOSPH9,DPN,0.20196509867802837,2,True,0.3809
MPHOSPH9,DR,1.0,2,True,-0.7689
MRAS,DN,7.064031307781631e-43,2,True,-13.7263
MRAS,DPN,1.6139426311005554e-98,2,True,-21.0665
MRAS,DR,2.2536813461325858e-54,2,True,-15.5277
MSANTD2,DN,1.2804756390481041e-14,2,True,-7.7077
MSANTD2,DPN,0.0007700822943520683,2,True,-2.5286
MSANTD2,DR,0.0024599460656204593,2,True,-0.6995
MSTO1,DN,0.1707902819619689,1,False,-1.3697
MSTO1,DPN,0.3039994064725276,1,False,1.0279
MSTO1,DR,0.6234426686823937,1,False,0.491
MT1E,DN,1.0,2,True,-0.7033
MT1E,DPN,2.508327645073927e-06,2,True,-4.7074
MT1E,DR,1.0,2,True,0.6324
MTDH,DN,4.9319185829866486e-06,2,True,-4.4201
MTDH,DPN,5.371991025350276e-23,2,True,-9.8047
MTDH,DR,6.747019099899552e-20,2,True,9.0563
MTG2,DN,0.09953713831158217,1,True,
MTG2,DPN,0.0010912835239099926,1,True,
MTG2,DR,0.025533559259217294,1,True,
MTHFS,DN,7.382672306018759e-20,2,True,-4.6123
MTHFS,DPN,1.0,2,True,-0.0412
MTHFS,DR,0.0008154089702827512,2,True,-3.3488
MTPAP,DN,0.18373104218602965,1,True,
MTPAP,DPN,0.030654161436095246,1,True,
MTPAP,DR,0.05520316257744408,1,True,
MTSS1,DN,6.276817517317475e-12,2,True,-2.0729
MTSS1,DPN,5.143585228956446e-51,2,True,-15.0236
MTSS1,DR,8.025121043447133e-11,2,True,6.5001
MVB12A,DN,0.2672143805398636,2,True,0.8395
MVB12A,DPN,0.230997036701673,2,True,0.4209
MVB12A,DR,1.0,2,True,-0.7951
MXD4,DN,1.0,2,True,0.5292
MXD4,DPN,2.4722432687227877e-06,2,True,-4.5467
MXD4,DR,4.023694465164828e-09,2,True,5.7727
MYCT1,DN,0.8152077627609988,1,True,
MYCT1,DPN,0.30102068192924086,1,True,
MYCT1,DR,0.6891590746341067,1,True,
MYL5,DN,9.999999999999999e-301,2,True,-3.98
MYL5,DPN,9.999999999999999e-301,2,True,4.3299
MYL5,DR,9.999999999999999e-301,2,True,-0.7248
MYO1C,DN,0.10818284391198413,1,False,-1.6064
MYO1C,DPN,0.9820040876778592,1,False,-0.0226
MYO1C,DR,0.37189043083111567,1,False,-0.8929
NAALAD2,DN,9.674550197965917e-72,2,True,-17.911
NAALAD2,DPN,1.559464868556968e-144,2,True,-25.5991
NAALAD2,DR,0.19769871359684144,2,True,1.2414
NAPEPLD,DN,2.3648984641024627e-05,1,True,
NAPEPLD,DPN,7.04449569489496e-33,1,True,
NAPEPLD,DR,0.33245986623042567,1,True,
NCOA7,DN,0.00010061780579761799,2,True,-0.0957
NCOA7,DPN,5.731672882639353e-17,2,True,-2.4627
NCOA7,DR,1.6679605074856404e-05,2,True,-2.0132
NEDD1,DN,0.2504008266874007,1,False,-1.1494
NEDD1,DPN,0.18024061750225104,1,False,1.34
NEDD1,DR,0.25304230146392553,1,False,-1.143
NEK1,DN,1.3628072837027207e-06,2,True,1.1831
NEK1,DPN,2.5679005336491683e-06,2,True,4.7026
NEK1,DR,0.012121485700004965,2,True,2.5935
NFIX,DN,4.352651016955836e-44,2,True,13.8772
NFIX,DPN,6.08726886127931e-45,2,True,14.0176
NFIX,DR,8.078023438183104e-134,2,True,24.59
NFYB,DN,0.004655723626910979,2,True,2.6005
NFYB,DPN,1.3136318146915721e-14,2,True,-7.6155
NFYB,DR,1.0,2,True,0.3548
NIPAL2,DN,0.026103728690282667,2,True,2.2023
NIPAL2,DPN,0.014462455659134609,2,True,2.4458
NIPAL2,DR,8.239947742817442e-08,2,True,-5.3618
NOTCH3,DN,4.313911400573558e-31,1,False,-11.5961
NOTCH3,DPN,0.4239160041837652,1,False,-0.7996
NOTCH3,DR,1.8404391285912106e-07,1,False,5.2148
NOTCH4,DN,4.3627909235081526e-82,1,False,-19.1915
NOTCH4,DPN,3.989519868954162e-19,1,False,-8.9373
NOTCH4,DR,2.4232684695287216e-88,1,False,-19.926
NPAT,DN,0.10806668786656186,1,False,1.6069
NPAT,DPN,0.944077077564429,1,False,-0.0701
NPAT,DR,0.11169480349314548,1,False,1.5906
NR1D2,DN,1.2829495743230533e-37,1,False,-12.819
NR1D2,DPN,0.14026101606020877,1,False,1.4748
NR1D2,DR,0.2557467805383496,1,False,-1.1365
NRBP2,DN,0.949315525827338,1,True,
NRBP2,DPN,0.1839865632899256,1,True,
NRBP2,DR,0.20760470275709766,1,True,
NSMCE1,DN,0.0027624353399885383,2,True,-2.9932
NSMCE1,DPN,0.2781029625465111,2,True,1.1608
NSMCE1,DR,8.281799754358554e-16,2,True,-8.05
NSUN5,DN,7.727570696392652e-27,2,True,4.5866
NSUN5,DPN,5.897620384558348e-05,2,True,1.8526
NSUN5,DR,0.01736746524208927,2,True,2.372
NUBPL,DN,0.21631942148740707,1,True,
NUBPL,DPN,8.178143331521638e-18,1,True,
NUBPL,DR,0.32494981846124193,1,True,
NUDT14,DN,1.0,2,True,-0.4874
NUDT14,DPN,0.05805075979938414,2,True,1.7277
NUDT14,DR,1.0,2,True,-0.998
NUP107,DN,0.00030254520636208165,2,True,3.5009
NUP107,DPN,1.0,2,True,-0.4331
NUP107,DR,1.3330038153356108e-05,2,True,4.3546
OAF,DN,6.099248967225237e-05,2,True,-3.9939
OAF,DPN,0.38138774915742996,2,True,1.0482
OAF,DR,1.6087176866503724e-07,2,True,-5.2397
ODF2L,DN,0.0008476000904969857,2,True,3.3366
ODF2L,DPN,0.00048428258518440223,2,True,3.4856
ODF2L,DR,0.002479123125115673,2,True,3.0191
OIP5,DN,1.0,2,True,0.6012
OIP5,DPN,0.00011048986595014177,2,True,3.7422
OIP5,DR,0.006402364895824107,2,True,2.5682
OLA1,DN,0.003715480666774317,2,True,-2.6769
OLA1,DPN,2.5331043195086297e-08,2,True,5.449
OLA1,DR,0.003792194779051417,2,True,-2.6701
OLFM1,DN,1.0,2,True,0.1057
OLFM1,DPN,0.0952388265394716,2,True,-0.8173
OLFM1,DR,0.029554391767500986,2,True,-2.1774
OR2W3,DN,9.999999999999999e-301,2,True,-82.6172
OR2W3,DPN,9.999999999999999e-301,2,True,60.9521
OR2W3,DR,9.999999999999999e-301,2,True,-48.119
OSBPL6,DN,9.555135004114287e-10,2,True,-6.1167
OSBPL6,DPN,6.03742829012211e-98,2,True,-1.0963
OSBPL6,DR,9.999999999999999e-301,2,True,2.9101
OTUB1,DN,4.553388119483429e-15,2,True,-0.1742
OTUB1,DPN,1.5875715396857557e-05,2,True,1.1728
OTUB1,DR,0.00048381724900323827,2,True,1.9012
OXT,DN,1.0,2,True,0.2217
OXT,DPN,0.0862669049701201,2,True,0.9255
OXT,DR,1.0,2,True,-1.219
PAK2,DN,0.22396077187642732,1,False,1.2161
PAK2,DPN,0.0012498364766461052,1,False,3.2273
