gene,trait,p_acat,n_tissues,in_both,z_wb
PAK2,DR,0.026812500726429593,1,False,2.2142
PCDH1,DN,1.098020145940514e-07,2,True,0.1289
PCDH1,DPN,0.12389660844764822,2,True,0.7608
PCDH1,DR,1.0,2,True,-1.2465
PCNT,DN,0.6305776556946718,1,False,0.4809
PCNT,DPN,0.6374935470532225,1,False,0.4712
PCNT,DR,0.2056523171940187,1,False,1.2656
PCP4L1,DN,0.48334059510834537,2,True,0.4199
PCP4L1,DPN,4.751586492111134e-05,2,True,4.0674
PCP4L1,DR,9.088320540079921e-12,2,True,3.4857
PDAP1,DN,6.974375156833718e-06,2,True,-4.4945
PDAP1,DPN,1.490344902273037e-09,2,True,-3.8862
PDAP1,DR,4.013997258738256e-24,2,True,-10.1313
PDCD2,DN,3.2588474326245016e-05,2,True,-4.1546
PDCD2,DPN,2.025264878407837e-63,2,True,16.8111
PDCD2,DR,7.211544270109691e-70,2,True,17.6694
PEX11A,DN,0.026948390900264903,2,True,-1.9307
PEX11A,DPN,1.3862474299926505e-05,2,True,4.1914
PEX11A,DR,2.0192125968339636e-08,2,True,-5.4892
PGM1,DN,0.1014415754651347,1,False,-1.6379
PGM1,DPN,0.6753700984954205,1,False,-0.4188
PGM1,DR,0.23822822677740751,1,False,1.1794
PHC1,DN,5.394985453402622e-22,2,True,2.3005
PHC1,DPN,9.999999999999999e-301,2,True,-2.955
PHC1,DR,9.999999999999999e-301,2,True,-0.4434
PHYKPL,DN,2.6382156999607373e-257,2,True,34.2647
PHYKPL,DPN,3.0610874889174303e-160,2,True,26.9731
PHYKPL,DR,2.594061043369514e-18,2,True,8.7279
PIGP,DN,0.07095120972368912,1,True,
PIGP,DPN,0.6159506575000666,1,True,
PIGP,DR,0.01478518808753516,1,True,
PIGU,DN,0.006226338387016855,2,True,-2.7382
PIGU,DPN,1.0,2,True,-0.1127
PIGU,DR,0.4954880698195562,2,True,0.4706
PIGW,DN,5.731081392064086e-10,1,True,
PIGW,DPN,0.8790685292650477,1,True,
PIGW,DR,1.0367402353278759e-45,1,True,
PIK3R4,DN,0.0023869772879293776,2,True,3.0336
PIK3R4,DPN,1.8955991388297682e-05,2,True,1.5939
PIK3R4,DR,2.0485722315045007e-05,2,True,-0.4326
PIKFYVE,DN,0.00016562771556269032,1,True,
PIKFYVE,DPN,2.701368379716335e-14,1,True,
PIKFYVE,DR,0.683683467445946,1,True,
PIP5K1A,DN,1.4551359788484629e-06,2,True,4.8173
PIP5K1A,DPN,6.233548632579402e-15,2,True,-7.7991
PIP5K1A,DR,2.7386001420353265e-47,2,True,-14.4439
PIP5K1C,DN,0.13616539230508767,1,False,-1.4902
PIP5K1C,DPN,0.0011778591715943516,1,False,3.2442
PIP5K1C,DR,0.001173429052074841,1,False,3.2453
PKIG,DN,7.770412318619258e-72,2,True,17.8846
PKIG,DPN,7.275658501911948e-14,2,True,-7.3912
PKIG,DR,1.0,2,True,-0.4311
PLCD1,DN,3.9207209165214724e-20,2,True,9.1902
PLCD1,DPN,0.0039971662511122654,2,True,-1.0657
PLCD1,DR,4.979424951322573e-12,2,True,2.9484
PLEKHD1,DN,0.00042974667156415764,2,True,3.3329
PLEKHD1,DPN,0.000145178263152951,2,True,3.6238
PLEKHD1,DR,0.2586512205489459,2,True,0.9168
PLLP,DN,7.737004446478193e-08,2,True,-5.3732
PLLP,DPN,0.001400161456123788,2,True,-3.1914
PLLP,DR,5.092829950701929e-05,2,True,4.0063
PLOD3,DN,0.44952509983256483,1,False,-0.7562
PLOD3,DPN,0.060469343420087966,1,False,-1.8774
PLOD3,DR,0.001200993794509791,1,False,-3.2386
POU2F1,DN,0.40139106318033807,1,False,-0.8391
POU2F1,DPN,0.002562740938848046,1,False,-3.0158
POU2F1,DR,0.8000842208259867,1,False,-0.2532
POU6F1,DN,0.0637852287195496,2,True,-1.399
POU6F1,DPN,0.0006078464985415793,2,True,-3.4262
POU6F1,DR,1.604286789427505e-05,2,True,2.6198
PP2D1,DN,0.10837881147918166,2,True,1.5679
PP2D1,DPN,0.0009727675426789496,2,True,3.2884
PP2D1,DR,0.007531699010341454,2,True,2.6467
PPAN,DN,0.14115344911837466,2,True,-0.7628
PPAN,DPN,7.324266097240254e-09,2,True,-5.7833
PPAN,DR,6.14483740606523e-05,2,True,1.5168
PPTC7,DN,5.55771195371666e-31,1,True,
PPTC7,DPN,0.2821389387506973,1,True,
PPTC7,DR,1.2557304900567933e-22,1,True,
PPWD1,DN,0.00014330325800294646,2,True,2.9571
PPWD1,DPN,0.004052857039767017,2,True,2.8782
PPWD1,DR,0.021904993352515403,2,True,-2.2217
PRCP,DN,0.023975141900388405,1,False,2.2575
PRCP,DPN,0.6893826373595353,1,False,-0.3997
PRCP,DR,0.8428261819287545,1,False,-0.1983
PRKACA,DN,2.912130874260185e-31,2,True,2.4288
PRKACA,DPN,0.3081544549454821,2,True,0.7354
PRKACA,DR,9.297050336116002e-28,2,True,-0.6793
PRKAR2B,DN,3.0242261079617546e-26,2,True,2.5131
PRKAR2B,DPN,0.0008268153272168337,2,True,-3.1776
PRKAR2B,DR,0.004784930929731432,2,True,1.4326
PRKCZ,DN,0.013426035693870492,2,True,-2.465
PRKCZ,DPN,0.16103615147156825,2,True,-0.9906
PRKCZ,DR,0.002160028358967505,2,True,-2.4451
PROK2,DN,1.2966652629857695e-11,1,False,-6.769
PROK2,DPN,0.03708874705157329,1,False,-2.0848
PROK2,DR,0.696388952515314,1,False,-0.3902
PRSS53,DN,0.0001620568838592122,2,True,3.4742
PRSS53,DPN,0.19792786771539247,2,True,0.9995
PRSS53,DR,7.887317513851947e-05,2,True,3.6802
PSEN1,DN,0.007203345565713432,2,True,0.6996
PSEN1,DPN,1.4645658096811827e-08,2,True,-3.8968
PSEN1,DR,6.093186084882109e-12,2,True,-6.8774
PSMB7,DN,2.187285947600299e-15,2,True,-7.9302
PSMB7,DPN,0.052734839558098476,2,True,2.1699
PSMB7,DR,2.1575563373644704e-06,2,True,-4.7381
PSMD4,DN,0.0001483442943648916,2,True,-3.7912
PSMD4,DPN,0.03485676501428421,2,True,-2.0747
PSMD4,DR,0.2539466809917523,2,True,-1.1774
PTBP3,DN,0.02257822921171847,2,True,-2.0933
PTBP3,DPN,1.8831955248442617e-08,2,True,5.6223
PTBP3,DR,0.4003633032794377,2,True,-0.9064
PTGDR,DN,0.0019787132945647806,2,True,-1.8049
PTGDR,DPN,6.314921376541573e-05,2,True,4.0007
PTGDR,DR,1.0,2,True,-0.3776
PTGR1,DN,2.498562670420433e-05,2,True,4.2149
PTGR1,DPN,0.08344182670761394,2,True,-1.5783
PTGR1,DR,1.0,2,True,1.0209
PTH1R,DN,1.059020494944067e-13,1,False,-7.4333
PTH1R,DPN,2.0145504412217755e-05,1,False,4.2633
PTH1R,DR,1.3654477147890013e-20,1,False,-9.303
PVRIG,DN,1.1409152990364617e-06,2,True,-4.2902
PVRIG,DPN,0.03958317857102259,2,True,-1.5974
PVRIG,DR,0.0005290837365522124,2,True,-3.114
RAB17,DN,0.0014939440437017257,2,True,-2.4882
RAB17,DPN,0.0003773691069356226,2,True,-3.5141
RAB17,DR,0.1365860664284764,2,True,-0.8935
RAB19,DN,0.07986697703514818,1,False,-1.7515
RAB19,DPN,0.3913547101128078,1,False,0.8572
RAB19,DR,0.0006488187600224217,1,False,3.4103
RAB5B,DN,0.0003026943092236829,2,True,3.4292
RAB5B,DPN,0.45442677902820455,2,True,-0.711
RAB5B,DR,5.230668848386423e-33,2,True,11.9103
RACK1,DN,0.00023716845370755954,2,True,-3.2056
RACK1,DPN,2.0623261233137182e-07,2,True,-5.1936
RACK1,DR,0.05015437003013671,2,True,-1.2941
RANBP2,DN,1.3876816550087833e-31,2,True,3.9898
RANBP2,DPN,0.11121848383896507,2,True,-0.1642
RANBP2,DR,0.002039896888394191,2,True,1.3739
RARB,DN,9.093069757238306e-06,2,True,-3.6359
RARB,DPN,2.369411538014702e-19,2,True,1.0686
RARB,DR,5.79323314220451e-08,2,True,-3.4172
RBFA,DN,0.20405600970655868,2,True,-0.9656
RBFA,DPN,0.05313767100392122,2,True,-0.6967
RBFA,DR,0.02080964307617181,2,True,1.7795
RBM42,DN,3.0740258516202855e-78,1,True,
RBM42,DPN,8.098430776862386e-35,1,True,
RBM42,DR,2.5276754893208537e-130,1,True,
RCL1,DN,0.5064942862752753,1,False,0.6643
RCL1,DPN,0.4568224172722408,1,False,0.7441
RCL1,DR,0.00010079025446497419,1,False,3.8887
REEP3,DN,0.036513289770783636,2,True,-1.5493
REEP3,DPN,0.009715895959516118,2,True,1.7255
REEP3,DR,1.7919047356968993e-09,2,True,-0.2269
RFPL2,DN,0.6618156724652783,1,False,-0.4374
RFPL2,DPN,0.6055289857544499,1,False,-0.5165
RFPL2,DR,6.185839062689753e-14,1,False,-7.5041
RGS3,DN,9.442780558032984e-19,1,False,8.8415
RGS3,DPN,0.000460131110055949,1,False,3.503
RGS3,DR,0.00035742418189500515,1,False,-3.5697
RHBDF1,DN,4.6322396453948973e-119,2,True,23.1993
RHBDF1,DPN,7.197957211909205e-05,2,True,-0.6374
RHBDF1,DR,3.364515868582499e-33,2,True,12.0045
RHNO1,DN,1.5769083241233485e-07,2,True,-5.2433
RHNO1,DPN,0.06761939331421057,2,True,-1.4411
RHNO1,DR,1.3658015278355298e-07,2,True,-5.2698
RMND1,DN,0.009493506647568706,1,False,2.5938
RMND1,DPN,0.0003808637397370878,1,False,3.553
RMND1,DR,0.836446378426382,1,False,-0.2064
RNASEK,DN,1.3019731650422025e-86,2,True,-14.1861
RNASEK,DPN,3.973467714705789e-36,2,True,-9.9177
RNASEK,DR,9.400500249702775e-09,2,True,-5.7412
RNF115,DN,0.017605872002359163,1,True,
RNF115,DPN,0.6306629705177773,1,True,
RNF115,DR,0.0006058589771989891,1,True,
RNF122,DN,0.6854826414706121,1,True,
RNF122,DPN,0.19567112370549886,1,True,
RNF122,DR,0.17074798243226352,1,True,
RNF146,DN,6.051407789744637e-08,2,True,5.3555
RNF146,DPN,1.0,2,True,0.0048
RNF146,DR,0.03135490232347621,2,True,1.9587
RNF25,DN,7.955347863036581e-05,2,True,3.7764
RNF25,DPN,2.7805248415858075e-41,2,True,13.4062
RNF25,DR,7.292008832534905e-75,2,True,18.2691
RNF44,DN,2.0748820122807251e-07,2,True,-2.65
RNF44,DPN,5.584537212594645e-31,2,True,-0.8839
RNF44,DR,3.1291913599080823e-22,2,True,-9.6962
ROCK2,DN,0.021380307308578716,2,True,2.1533
ROCK2,DPN,0.09441218628055079,2,True,0.534
ROCK2,DR,0.0002463235783416826,2,True,3.1982
RP11-110I1.14,DN,0.0045984813577274585,2,True,-2.837
RP11-110I1.14,DPN,0.37616753857606633,2,True,-0.47
RP11-110I1.14,DR,2.0856208371340617e-12,2,True,2.7204
RP11-121M22.1,DN,0.06004617835520786,1,True,
RP11-121M22.1,DPN,0.08325416106537856,1,True,
RP11-121M22.1,DR,0.3043382333634359,1,True,
RP11-182L21.6,DN,0.025253146868484688,2,True,-1.8004
RP11-182L21.6,DPN,0.005526619064936849,2,True,2.7702
RP11-182L21.6,DR,0.020583937727484812,2,True,-2.1531
RP11-286N22.8,DN,7.444822037664792e-15,2,True,7.7765
RP11-286N22.8,DPN,0.024002010909079337,2,True,-2.1747
RP11-286N22.8,DR,2.53880831069194e-13,2,True,-7.3166
RP11-370I10.12,DN,1.9461874258692831e-25,2,True,-1.8086
RP11-370I10.12,DPN,0.007033993761799277,2,True,2.421
RP11-370I10.12,DR,0.1099803653995533,2,True,-0.0271
RP11-441O15.3,DN,1.0811950553896928e-09,2,True,5.9624
RP11-441O15.3,DPN,0.21897492352429282,2,True,-1.2744
RP11-441O15.3,DR,1.0,2,True,0.0178
RP11-455O6.9,DN,1.0,2,True,0.0
RP11-455O6.9,DPN,1.0,2,True,0.0
RP11-455O6.9,DR,1.0,2,True,0.0
RP11-47L3.1,DN,0.25722167207174934,1,False,1.133
RP11-47L3.1,DPN,0.6832965190666376,1,False,0.408
RP11-47L3.1,DR,0.6593096931354037,1,False,-0.4409
RP11-506M13.3,DN,0.01227073421298868,2,True,1.1298
RP11-506M13.3,DPN,1.0,2,True,0.4831
RP11-506M13.3,DR,0.0001824305116015244,2,True,1.6788
RP11-517P14.2,DN,0.0005603315808824194,1,True,
RP11-517P14.2,DPN,0.26323839153623363,1,True,
RP11-517P14.2,DR,0.012754940873293666,1,True,
RP11-53O19.3,DN,0.05280928591264942,2,True,1.4801
RP11-53O19.3,DPN,0.005178491508423579,2,True,-2.6001
RP11-53O19.3,DR,0.23498258256437157,2,True,0.9343
RP11-676J12.4,DN,0.21771821820475534,2,True,-1.0779
RP11-676J12.4,DPN,1.0,2,True,-0.0491
RP11-676J12.4,DR,0.03416243984155127,2,True,2.2949
RP11-722E23.2,DN,1.0,2,True,0.496
RP11-722E23.2,DPN,0.01796058319741108,2,True,1.7785
RP11-722E23.2,DR,0.21750727809289813,2,True,0.8809
RP11-791G15.2,DN,1.0,2,True,0.77
RP11-791G15.2,DPN,1.0,2,True,-0.3433
RP11-791G15.2,DR,0.07803607364745509,2,True,1.7744
RP11-849H4.2,DN,0.0008640511503646684,2,True,-3.3081
RP11-849H4.2,DPN,5.861693591277182e-34,2,True,12.1482
RP11-849H4.2,DR,2.0975349312498967e-73,2,True,18.123
RP11-973H7.1,DN,0.004729687635214438,1,False,2.8249
RP11-973H7.1,DPN,0.00013973891834401486,1,False,3.8086
RP11-973H7.1,DR,0.06573463214810658,1,False,1.8402
RP3-460G2.2,DN,0.00338787904502476,2,True,-2.791
RP3-460G2.2,DPN,1.0,2,True,-0.2861
RP3-460G2.2,DR,0.012699112328145622,2,True,-2.1805
RP3-467K16.4,DN,0.0,1,False,-647.0398
RP3-467K16.4,DPN,0.0,1,False,-133.8478
RP3-467K16.4,DR,0.0,1,False,236.8387
RP4-761J14.10,DN,0.0015143349192181684,2,True,3.1433
RP4-761J14.10,DPN,0.0007355850596618078,2,True,0.379
RP4-761J14.10,DR,0.13155441378449184,2,True,1.4358
RPGRIP1,DN,0.014288307347088684,2,True,2.454
RPGRIP1,DPN,0.0648508811898573,2,True,1.5343
RPGRIP1,DR,9.456916645997579e-201,2,True,-2.8314
RRN3,DN,0.7129082534069395,1,False,-0.368
RRN3,DPN,0.7297052511586117,1,False,-0.3455
RRN3,DR,0.37167085974774744,1,False,-0.8933
RRP12,DN,4.262533320664106e-13,2,True,2.6565
RRP12,DPN,1.93404744408194e-51,2,True,-0.4485
RRP12,DR,4.40517732959233e-09,2,True,0.6394
RRP1B,DN,0.9606678890892595,1,False,-0.0493
RRP1B,DPN,0.34670969475100966,1,False,-0.941
RRP1B,DR,0.2196459387977264,1,False,-1.2275
RRP8,DN,2.349783428643219e-10,2,True,6.3365
RRP8,DPN,2.471846125523493e-14,2,True,-7.6233
RRP8,DR,0.00482303336178017,2,True,-2.7303
RSPH4A,DN,0.00938921463768628,2,True,2.3502
RSPH4A,DPN,0.00014128470237843865,2,True,-3.6308
RSPH4A,DR,2.7067215560467048e-09,2,True,5.8339
RTP5,DN,0.1763859678243493,2,True,-1.0721
RTP5,DPN,0.0017775076168685773,2,True,-2.9152
RTP5,DR,4.02916326638889e-05,2,True,3.9427
RUVBL1,DN,1.3675045145104173e-06,2,True,-4.8297
RUVBL1,DPN,1.2259994420865104e-21,2,True,-0.6082
RUVBL1,DR,0.039819307866504554,2,True,-0.7346
S100A4,DN,0.0031277203086573094,2,True,2.9453
S100A4,DPN,2.641457709070329e-07,2,True,-3.8823
S100A4,DR,2.2985878514914843e-21,2,True,0.2553
SAFB,DN,0.1906882941603708,1,False,-1.3085
SAFB,DPN,0.03224043062685053,1,False,2.1414
SAFB,DR,0.0027804975406775898,1,False,-2.991
SAFB2,DN,1.3913550277944459e-22,2,True,-9.7082
SAFB2,DPN,1.8163880931677696e-22,2,True,-9.681
SAFB2,DR,1.5524992671854434e-125,2,True,-23.8031
SAMD12,DN,3.4123276588384765e-17,2,True,-4.9457
SAMD12,DPN,5.836012740658314e-11,2,True,0.1783
SAMD12,DR,2.0390701727083723e-23,2,True,-6.9705
SAMHD1,DN,4.823537112318213e-07,2,True,0.4932
SAMHD1,DPN,0.015722158648486525,2,True,2.2985
SAMHD1,DR,2.317409406581258e-05,2,True,1.1414
SAP25,DN,1.5165169256042745e-35,2,True,-12.4435
SAP25,DPN,3.720099102349247e-79,2,True,-18.8375
SAP25,DR,5.36986105910038e-154,2,True,-26.4354
SCAF11,DN,1.0,2,True,0.0168
SCAF11,DPN,0.00025230067037150414,2,True,3.4783
SCAF11,DR,0.04965450724870329,2,True,1.6596
SCIMP,DN,1.0,2,True,-2.3843
SCIMP,DPN,0.14578546818674895,2,True,-1.3288
SCIMP,DR,0.048141920751815045,2,True,-1.99
SCN4A,DN,1.7995053486901524e-61,2,True,16.5012
SCN4A,DPN,1.0,2,True,0.3084
SCN4A,DR,1.0,2,True,0.1586
SCN8A,DN,0.04672955915990903,2,True,-1.685
SCN8A,DPN,1.0,2,True,-0.3367
SCN8A,DR,0.01741274930355341,2,True,-2.3613
SCUBE3,DN,0.00020696853782475798,2,True,3.531
SCUBE3,DPN,0.00127516603872505,2,True,3.0173
SCUBE3,DR,0.0019857848148179093,2,True,2.8804
SCYL2,DN,9.679068467174034e-17,2,True,1.4918
SCYL2,DPN,1.2428925867349815e-126,2,True,4.0167
SCYL2,DR,6.254008297413459e-26,2,True,1.5652
SDCCAG3,DN,1.5797113801980173e-08,2,True,5.6526
SDCCAG3,DPN,1.5121219764189046e-06,2,True,4.3969
SDCCAG3,DR,2.630887008376327e-13,2,True,7.3121
SEC14L4,DN,0.31341357518154295,2,True,1.1197
SEC14L4,DPN,2.1031299904636836e-05,2,True,-1.1751
SEC14L4,DR,0.2982750304979311,2,True,-0.7075
SEC16A,DN,1.9328225005644166e-08,1,True,
SEC16A,DPN,0.5695657326552273,1,True,
SEC16A,DR,1.3362891227075243e-08,1,True,
SEC24D,DN,1.1948042135283696e-20,2,True,-4.4454
SEC24D,DPN,1.793699246727585e-13,2,True,7.3633
SEC24D,DR,4.91529151007465e-16,2,True,8.1135
SELP,DN,1.0,2,True,-1.3036
SELP,DPN,1.0,2,True,-1.4405
SELP,DR,0.19308448871975312,2,True,1.4137
SEPT10,DN,0.00032090690882983786,2,True,0.2295
SEPT10,DPN,1.9791096379445264e-06,2,True,1.2789
SEPT10,DR,0.00037940553853082766,2,True,1.2527
SERPINH1,DN,3.731835060004475e-71,1,True,
SERPINH1,DPN,1.3526355603774578e-20,1,True,
SERPINH1,DR,9.642305819362598e-48,1,True,
SETMAR,DN,2.5856586644845184e-34,2,True,-12.215
SETMAR,DPN,1.7371158176938595e-211,2,True,31.0365
SETMAR,DR,9.569289964656836e-06,2,True,-4.4257
SF1,DN,0.019769723278563887,2,True,-2.0601
SF1,DPN,0.0012805592006497673,2,True,-3.016
SF1,DR,0.07777248034577276,2,True,-1.4494
SFXN1,DN,5.521196299351403e-06,2,True,-0.3609
SFXN1,DPN,1.4907173329904432e-06,2,True,0.3981
SFXN1,DR,0.0034751873138527136,2,True,-2.2662
SGCA,DN,3.0193054980399794e-05,1,True,
SGCA,DPN,0.0015834577113974413,1,True,
SGCA,DR,0.3900982262699823,1,True,
SGF29,DN,2.662271720129983e-12,2,True,1.6948
SGF29,DPN,1.0719275435428467e-32,2,True,-0.2713
SGF29,DR,1.7662420657900201e-12,2,True,-0.4113
SH2B3,DN,0.02696365073617023,1,False,2.212
SH2B3,DPN,0.9718832171554668,1,False,0.0352
SH2B3,DR,2.4353605637180876e-08,1,False,5.5778
SH2D1B,DN,0.005106232414215837,2,True,-1.1741
SH2D1B,DPN,0.05175145959059879,2,True,-1.9072
SH2D1B,DR,0.007854424865226995,2,True,-2.3962
SH3YL1,DN,0.12122720934646125,2,True,1.5145
SH3YL1,DPN,0.15129915934447682,2,True,-1.2191
SH3YL1,DR,0.3281407651200207,2,True,0.4291
SHARPIN,DN,0.00022335175283319205,2,True,-3.5108
SHARPIN,DPN,0.003602433926325572,2,True,-2.6873
SHARPIN,DR,4.470589067241517e-22,2,True,9.5885
SIGLEC1,DN,1.4019741071178599e-05,1,False,-4.3436
SIGLEC1,DPN,0.7010969329710135,1,False,0.3838
SIGLEC1,DR,0.19264554034027895,1,False,1.3028
SIGLEC12,DN,0.12298588552925856,2,True,1.3003
SIGLEC12,DPN,1.953157136838645e-05,2,True,1.5643
SIGLEC12,DR,0.2104581663063895,2,True,-1.2736
SIGLEC5,DN,8.033322697567897e-52,2,True,-15.1462
SIGLEC5,DPN,2.0527955654651543e-46,2,True,-14.3044
SIGLEC5,DR,6.8270946433942726e-12,2,True,-6.8612
SIPA1L2,DN,0.00693438235363401,2,True,-2.6724
SIPA1L2,DPN,0.16855302701442104,2,True,1.6315
SIPA1L2,DR,0.11394853944245917,2,True,-1.3218
SIT1,DN,0.0007453035690997116,2,True,3.1765
SIT1,DPN,4.475668402993804e-11,2,True,6.4837
SIT1,DR,0.0029904435280344597,2,True,-2.7489
SKAP1,DN,1.1428355801514409e-07,2,True,3.8965
SKAP1,DPN,0.016198801191605567,2,True,0.7511
SKAP1,DR,0.003520401359343513,2,True,0.2643
SLA,DN,1.1976079783826274e-43,2,True,4.339
SLA,DPN,1.4971861857194884e-39,2,True,7.0997
SLA,DR,6.982415828156995e-36,2,True,5.4675
SLN,DN,0.006520503871789445,2,True,-2.2944
SLN,DPN,1.0,2,True,-1.0531
SLN,DR,1.2586619139827893e-20,2,True,-9.3116
SMIM20,DN,0.11115718886400362,1,False,-1.593
SMIM20,DPN,0.12322868228766659,1,False,-1.5414
SMIM20,DR,0.870062380411108,1,False,-0.1636
SMKR1,DN,1.3167966698040508e-52,2,True,-10.8975
SMKR1,DPN,1.1080734695609978e-10,2,True,-4.5449
SMKR1,DR,1.2247712987647005e-07,2,True,-3.7423
SMNDC1,DN,1.0,2,True,-0.0856
SMNDC1,DPN,0.402512629250572,2,True,-0.7553
SMNDC1,DR,0.4080566275900568,2,True,0.7503
SMO,DN,1.3165256239021834e-20,1,True,
SMO,DPN,5.053268429361994e-21,1,True,
SMO,DR,0.09765882821632378,1,True,
SMYD5,DN,2.5877048923175766e-06,2,True,4.7005
SMYD5,DPN,1.0,2,True,-0.1379
SMYD5,DR,0.0015503017551213186,2,True,3.0081
SNAPC3,DN,6.171550020852986e-08,2,True,5.4138
SNAPC3,DPN,0.03612115419458033,2,True,1.9485
SNAPC3,DR,4.741789416549783e-06,2,True,4.5759
SQLE,DN,1.6702666505601244e-07,2,True,5.2327
SQLE,DPN,0.0010132188501377174,2,True,3.2948
SQLE,DR,1.8972068784165176e-10,2,True,6.3694
SRSF3,DN,0.0004879996871566809,2,True,1.9235
SRSF3,DPN,1.4056896937911906e-10,2,True,-2.7278
SRSF3,DR,1.0,2,True,-0.3021
SSR2,DN,7.30904528264608e-05,1,True,
SSR2,DPN,2.380869327707327e-22,1,True,
SSR2,DR,4.3618399733480845e-34,1,True,
ST6GALNAC6,DN,0.007310652513836767,2,True,2.6725
ST6GALNAC6,DPN,2.8783627987659245e-15,2,True,-4.019
ST6GALNAC6,DR,1.0,2,True,1.3752
ST7L,DN,0.09040955935066586,2,True,1.3711
ST7L,DPN,0.20676464779713,2,True,1.043
ST7L,DR,1.0,2,True,-0.351
STARD4,DN,8.94105256716564e-17,2,True,-0.2936
STARD4,DPN,7.907793641069965e-09,2,True,-2.9611
STARD4,DR,1.0,2,True,0.8137
STAT5B,DN,3.877361108322805e-30,2,True,-4.7749
STAT5B,DPN,3.152105689703791e-17,2,True,-3.4879
STAT5B,DR,5.289581986441004e-231,2,True,-6.4844
STK25,DN,8.728940511646217e-100,2,True,-21.2042
STK25,DPN,1.0929954179016731e-39,2,True,13.1834
STK25,DR,1.5108730230020741e-89,2,True,20.0644
STOML1,DN,1.0,2,True,0.2022
STOML1,DPN,0.11820868029290751,2,True,1.386
STOML1,DR,0.0694745461212269,2,True,-1.8259
STOX1,DN,0.14131930917793134,2,True,1.4316
STOX1,DPN,0.011792015606746399,2,True,-2.4659
STOX1,DR,6.042720773861145e-07,2,True,3.0475
SYNGR1,DN,0.014582728322888084,2,True,2.4479
SYNGR1,DPN,0.139739114008277,2,True,0.9445
SYNGR1,DR,1.0651031990451542e-09,2,True,6.0993
SYPL2,DN,0.002620961211408743,1,True,
SYPL2,DPN,0.00019988791914472135,1,True,
SYPL2,DR,2.4582851055492276e-08,1,True,
SYT1,DN,1.0,2,True,-0.8818
SYT1,DPN,1.0,2,True,-0.0062
SYT1,DR,0.001554420286113458,2,True,3.0292
SYTL2,DN,4.5362423799910304e-14,2,True,-3.6847
SYTL2,DPN,7.839219693989211e-08,2,True,4.2484
SYTL2,DR,0.009359095895438986,2,True,2.1509
TAGLN2,DN,0.13151768898506716,2,True,1.4682
TAGLN2,DPN,0.024612058405916733,2,True,-2.2288
TAGLN2,DR,9.87081272165938e-05,2,True,0.6866
TARM1,DN,0.021204446059195078,1,False,2.3043
TARM1,DPN,0.7266705143564762,1,False,-0.3496
TARM1,DR,0.0035416475256654007,1,False,2.9163
TBC1D14,DN,0.06636513037630479,1,False,-1.8359
TBC1D14,DPN,0.02137950189773625,1,False,2.3012
TBC1D14,DR,0.011693247451147942,1,False,-2.5213
TBC1D32,DN,9.999999999999999e-301,2,True,-55.6737
TBC1D32,DPN,1.1968963225372716e-220,2,True,31.7082
TBC1D32,DR,1.677830383332369e-20,2,True,9.2811
TBC1D9,DN,0.0025878622143773655,2,True,2.7419
TBC1D9,DPN,1.0,2,True,0.5129
TBC1D9,DR,0.155520670148522,2,True,-1.1215
TBCC,DN,0.004512620009480213,2,True,2.6112
TBCC,DPN,2.2367864442154264e-08,2,True,5.4711
TBCC,DR,2.7924118683856883e-24,2,True,-10.0989
TCN1,DN,1.8220324993146062e-210,1,False,30.9607
TCN1,DPN,4.942985486260287e-32,1,False,11.7801
TCN1,DR,2.950765002316874e-10,1,False,6.3013
TCOF1,DN,1.0,2,True,0.0517
TCOF1,DPN,0.3726833324014992,2,True,-1.2829
TCOF1,DR,1.0,2,True,1.9517
TCTEX1D4,DN,0.00366091325582453,1,False,2.906
TCTEX1D4,DPN,1.6390506227447695e-06,1,False,-4.7935
TCTEX1D4,DR,0.013768557416668355,1,False,2.4632
TDRD3,DN,0.013373138666916324,2,True,0.9391
TDRD3,DPN,4.6795271903750274e-17,2,True,1.8354
TDRD3,DR,1.0,2,True,0.1477
TFF3,DN,6.202194062019651e-28,2,True,0.4477
TFF3,DPN,0.036652465701624524,2,True,0.0385
TFF3,DR,0.00020862245780335073,2,True,-0.3387
TIGD1,DN,0.0847899442509909,2,True,-0.6587
TIGD1,DPN,0.0005670259458726628,2,True,3.1596
TIGD1,DR,0.017916530076107662,2,True,-0.8181
TIRAP,DN,0.015633184975931844,2,True,2.4223
TIRAP,DPN,0.0029470067107114366,2,True,2.9532
TIRAP,DR,0.007145059990641338,2,True,-1.6737
TJAP1,DN,9.42285773301672e-08,2,True,5.2104
TJAP1,DPN,8.367553969582118e-29,2,True,11.0742
TJAP1,DR,0.003091911984772295,2,True,2.7379
TLE2,DN,0.18738429056053563,2,True,1.4638
TLE2,DPN,0.16096963215861634,2,True,1.6535
TLE2,DR,0.000740399630444109,2,True,3.374
TM2D1,DN,5.182780179874294e-07,2,True,5.0194
TM2D1,DPN,4.172301779165662e-27,2,True,-10.7823
TM2D1,DR,6.058478451235409e-212,2,True,-31.0704
TM7SF2,DN,3.818196042120842e-06,2,True,-1.5276
TM7SF2,DPN,1.0,2,True,0.6557
TM7SF2,DR,1.0,2,True,-1.0019
TMED6,DN,0.38402335799029,2,True,0.8895
TMED6,DPN,0.0009706048355848075,2,True,-2.1439
