gene,trait,p_acat,n_tissues,in_both
TBCA,DPN,0.0015532082838806633,2,True
TBCA,DR,0.07553655230685093,2,True
TBCB,DN,8.305476071653292e-06,2,True
TBCB,DPN,1.0,2,True
TBCB,DR,0.0032935758811378957,2,True
TBCD,DN,1.0,2,True
TBCD,DPN,0.18384083780755364,2,True
TBCD,DR,0.16059789403967725,2,True
TBK1,DN,0.00018433836496386722,2,True
TBK1,DPN,0.06035031464490058,2,True
TBK1,DR,1.4669478564194581e-09,2,True
TBL1XR1,DN,1.734777701266382e-07,2,True
TBL1XR1,DPN,0.0008836022730178782,2,True
TBL1XR1,DR,0.2801246408999703,2,True
TCP1,DN,0.014941127374853647,2,True
TCP1,DPN,1.0,2,True
TCP1,DR,2.0193047574840602e-09,2,True
TERF2IP,DN,0.6993087269511826,1,True
TERF2IP,DPN,0.14429088705248955,1,True
TERF2IP,DR,0.7781900216317947,1,True
TEX261,DN,0.0007520134848422735,2,True
TEX261,DPN,3.153901577779944e-26,2,True
TEX261,DR,0.005797578190226082,2,True
THOC7,DN,0.14508714718502827,2,True
THOC7,DPN,1.3418102459459813e-07,2,True
THOC7,DR,0.0085168644632943,2,True
THRAP3,DN,4.189221488440467e-06,2,True
THRAP3,DPN,1.525423945786294e-16,2,True
THRAP3,DR,2.6288813559990465e-50,2,True
TIMM17A,DN,1.0,2,True
TIMM17A,DPN,1.0,2,True
TIMM17A,DR,0.02022071584009667,2,True
TMBIM6,DN,0.43303928534153224,1,False
TMBIM6,DPN,0.01633011056545488,1,False
TMBIM6,DR,0.00010977972039882605,1,False
TMCO1,DN,5.334071837551259e-44,1,False
TMCO1,DPN,0.0055998984659228835,1,False
TMCO1,DR,2.235534985843876e-10,1,False
TMED1,DN,0.10164122984249398,2,True
TMED1,DPN,0.20554397479757186,2,True
TMED1,DR,6.1256920173104675e-27,2,True
TMED10,DN,0.06194175568951959,2,True
TMED10,DPN,0.01621486573803144,2,True
TMED10,DR,1.745463569138462e-41,2,True
TMED4,DN,0.007082989816714898,1,True
TMED4,DPN,0.43671329675124937,1,True
TMED4,DR,0.8897370649112257,1,True
TMED9,DN,0.21583131223537713,2,True
TMED9,DPN,0.0003502946379062858,2,True
TMED9,DR,1.0,2,True
TMEM101,DN,8.029422167333987e-30,1,True
TMEM101,DPN,8.954031787145198e-87,1,True
TMEM101,DR,0.004703211586493259,1,True
TMEM127,DN,0.06993152424627253,2,True
TMEM127,DPN,0.0007303157892467623,2,True
TMEM127,DR,0.03082685126913911,2,True
TMEM147,DN,0.003441751527229855,1,False
TMEM147,DPN,0.3068462349159259,1,False
TMEM147,DR,0.6652567005389187,1,False
TMEM165,DN,0.03617166843208774,2,True
TMEM165,DPN,0.11304740532111622,2,True
TMEM165,DR,1.0,2,True
TMEM203,DN,0.00014791319204675288,2,True
TMEM203,DPN,0.05048353460328833,2,True
TMEM203,DR,0.0014030239916802299,2,True
TMEM230,DN,7.787490640028186e-08,2,True
TMEM230,DPN,7.387034179810167e-20,2,True
TMEM230,DR,1.2182215747436742e-33,2,True
TMEM245,DN,0.00030174952509720826,2,True
TMEM245,DPN,4.850601775543076e-10,2,True
TMEM245,DR,5.086394207535506e-09,2,True
TMEM248,DN,1.791229359431721e-07,2,True
TMEM248,DPN,1.0423377334667696e-17,2,True
TMEM248,DR,2.9834965145687853e-27,2,True
TMEM256,DN,1.7478732680559023e-21,2,True
TMEM256,DPN,1.807083915573913e-187,2,True
TMEM256,DR,4.741047887259511e-05,2,True
TMEM258,DN,0.44442019159991397,2,True
TMEM258,DPN,1.0048912757268901e-07,2,True
TMEM258,DR,0.02121584464988155,2,True
TMEM30A,DN,1.8618733534238893e-06,2,True
TMEM30A,DPN,1.0,2,True
TMEM30A,DR,3.1712554811893705e-06,2,True
TMEM42,DN,1.1813542864394194e-44,2,True
TMEM42,DPN,0.0012127333409199643,2,True
TMEM42,DR,3.075789404863969e-55,2,True
TMEM50A,DN,0.2643083760593392,2,True
TMEM50A,DPN,0.25588728799938854,2,True
TMEM50A,DR,1.0,2,True
TMEM60,DN,0.10212601773757743,1,True
TMEM60,DPN,0.01732206894978149,1,True
TMEM60,DR,0.03560414321783342,1,True
TMX3,DN,0.026377196429609066,1,True
TMX3,DPN,5.332077830730463e-10,1,True
TMX3,DR,0.0004926508345390202,1,True
TMX4,DN,0.17231643093917234,1,False
TMX4,DPN,0.38093025051886964,1,False
TMX4,DR,0.0005693429156812163,1,False
TNKS2,DN,0.00016173200834227619,2,True
TNKS2,DPN,0.016225027513581593,2,True
TNKS2,DR,7.192660073989381e-05,2,True
TOLLIP,DN,3.3621725514526326e-06,1,True
TOLLIP,DPN,0.2365193477623787,1,True
TOLLIP,DR,0.560837182015317,1,True
TOMM20,DN,2.4051603610036997e-10,2,True
TOMM20,DPN,1.8803430589935602e-11,2,True
TOMM20,DR,0.0006154399214923137,2,True
TOMM22,DN,0.003105744339067285,2,True
TOMM22,DPN,0.26840973488789627,2,True
TOMM22,DR,0.012739069352720329,2,True
TOMM70,DN,0.25237240080638945,1,True
TOMM70,DPN,0.035848522064587274,1,True
TOMM70,DR,0.07362385514418486,1,True
TOR1A,DN,0.04618946212713326,2,True
TOR1A,DPN,7.506828091810214e-07,2,True
TOR1A,DR,0.0007418048033930537,2,True
TOR1B,DN,8.462009920248196e-24,2,True
TOR1B,DPN,1.9841904878165816e-07,2,True
TOR1B,DR,1.4004583140588527e-06,2,True
TPP2,DN,0.014009621175343108,2,True
TPP2,DPN,0.0019639981670160774,2,True
TPP2,DR,0.0004156505012594201,2,True
TRAM1,DN,0.018974782631886178,2,True
TRAM1,DPN,0.0010197431406886843,2,True
TRAM1,DR,0.00010688329655871003,2,True
TRAPPC3,DN,0.05284238340951385,1,False
TRAPPC3,DPN,0.16192364243003407,1,False
TRAPPC3,DR,0.14582336209209792,1,False
TRIM28,DN,0.21376374359844286,1,False
TRIM28,DPN,0.5597600069283472,1,False
TRIM28,DR,0.0011171014825763687,1,False
TRIP12,DN,0.22403595643598598,1,False
TRIP12,DPN,0.3312143959188394,1,False
TRIP12,DR,0.7323648135448547,1,False
TRIP4,DN,6.885669306968292e-17,2,True
TRIP4,DPN,5.385045213321918e-25,2,True
TRIP4,DR,5.305540535597002e-16,2,True
TRMT112,DN,2.8006526633158894e-15,2,True
TRMT112,DPN,5.1827970305854475e-08,2,True
TRMT112,DR,1.0,2,True
TRPC4AP,DN,2.5897522054578025e-28,1,False
TRPC4AP,DPN,4.2624765292927196e-07,1,False
TRPC4AP,DR,2.886058754704124e-19,1,False
TSPYL1,DN,0.17475494241961484,2,True
TSPYL1,DPN,1.0,2,True
TSPYL1,DR,1.0,2,True
TSR3,DN,0.0043975553061909,1,False
TSR3,DPN,0.3265319387208497,1,False
TSR3,DR,0.002120105635396814,1,False
TTC1,DN,0.20730036692187934,1,False
TTC1,DPN,2.7894685435529637e-09,1,False
TTC1,DR,0.00020155122390792525,1,False
TTC37,DN,0.0003153774204070276,2,True
TTC37,DPN,0.0007966700589204591,2,True
TTC37,DR,8.723818239570544e-13,2,True
TUBG1,DN,0.25989606949554167,2,True
TUBG1,DPN,2.3015331225937174e-12,2,True
TUBG1,DR,0.002156902040455521,2,True
TXN2,DN,3.8278197672436417e-07,2,True
TXN2,DPN,2.057581404353036e-68,2,True
TXN2,DR,7.537536228826443e-21,2,True
TXNL1,DN,0.00014541878436993342,2,True
TXNL1,DPN,2.9433151246116506e-05,2,True
TXNL1,DR,4.249597723720852e-13,2,True
U2AF2,DN,0.026674849161410483,2,True
U2AF2,DPN,0.18423409205703342,2,True
U2AF2,DR,0.0003829293902529165,2,True
UBE2F,DN,0.08941768636856333,2,True
UBE2F,DPN,0.06436842287914171,2,True
UBE2F,DR,0.000552440372806298,2,True
UBE2G1,DN,0.02417504702145596,1,False
UBE2G1,DPN,0.7660019251533436,1,False
UBE2G1,DR,0.6406236709656832,1,False
UBE2I,DN,0.00568164108789555,2,True
UBE2I,DPN,0.0046495410092077145,2,True
UBE2I,DR,0.018189041796575933,2,True
UBE2J1,DN,0.14776653715592752,1,False
UBE2J1,DPN,0.49514415837143255,1,False
UBE2J1,DR,2.1997478423351987e-10,1,False
UBE2Q1,DN,0.02716889999802189,2,True
UBE2Q1,DPN,0.00014711830742479185,2,True
UBE2Q1,DR,1.4005005691327459e-30,2,True
UBE2Z,DN,0.174514673792063,2,True
UBE2Z,DPN,3.445298212514125e-05,2,True
UBE2Z,DR,0.00951554613798869,2,True
UBFD1,DN,2.059794028727822e-06,2,True
UBFD1,DPN,0.09481191229434718,2,True
UBFD1,DR,0.22765096266277726,2,True
UBL5,DN,0.04283900138225215,2,True
UBL5,DPN,0.021430503340924605,2,True
UBL5,DR,1.0,2,True
UBL7,DN,1.6952035715791456e-61,2,True
UBL7,DPN,6.476901187375358e-09,2,True
UBL7,DR,0.0011540147770926518,2,True
UBP1,DN,1.0,2,True
UBP1,DPN,0.09705509590770027,2,True
UBP1,DR,0.004197548355084402,2,True
UBQLN1,DN,0.26116264414530815,2,True
UBQLN1,DPN,1.0,2,True
UBQLN1,DR,0.015222096574558797,2,True
UBR4,DN,8.221513201458469e-05,2,True
UBR4,DPN,0.09503217581004358,2,True
UBR4,DR,1.0,2,True
UFC1,DN,1.471843406162233e-167,2,True
UFC1,DPN,9.999999999999999e-301,2,True
UFC1,DR,9.999999999999999e-301,2,True
UFL1,DN,0.07884184638925197,1,True
UFL1,DPN,0.00369416145368305,1,True
UFL1,DR,0.0007108355584937194,1,True
UFM1,DN,0.009323012843492549,1,False
UFM1,DPN,0.05592658702850853,1,False
UFM1,DR,0.9488316929921016,1,False
UGP2,DN,2.25846488657505e-13,2,True
UGP2,DPN,4.230570654971694e-59,2,True
UGP2,DR,0.000851901783082091,2,True
UROD,DN,0.001082699864505365,2,True
UROD,DPN,0.15976445065248512,2,True
UROD,DR,3.2433132005966295e-07,2,True
USB1,DN,7.350043635819038e-13,2,True
USB1,DPN,9.091391169113376e-08,2,True
USB1,DR,0.05578818449172063,2,True
USP14,DN,0.00016062591049508575,2,True
USP14,DPN,0.0020382111009805575,2,True
USP14,DR,0.005342738546134947,2,True
USP22,DN,0.003733958974468259,1,True
USP22,DPN,0.9940506631358714,1,True
USP22,DR,0.0001586570823166969,1,True
USP39,DN,0.03090904296271978,1,False
USP39,DPN,0.2523788437034951,1,False
USP39,DR,0.005613696786216934,1,False
USP4,DN,0.03470211067288833,2,True
USP4,DPN,1.0,2,True
USP4,DR,1.0,2,True
USP48,DN,7.926046984567539e-51,2,True
USP48,DPN,5.643901877834734e-16,2,True
USP48,DR,1.5148714503048614e-38,2,True
UTP18,DN,3.523085782056618e-05,2,True
UTP18,DPN,0.0010085139848041646,2,True
UTP18,DR,0.0004062431850229259,2,True
UTP3,DN,1.0,2,True
UTP3,DPN,0.3670644603706427,2,True
UTP3,DR,0.004950275924307193,2,True
VDAC1,DN,1.579819548878284e-17,2,True
VDAC1,DPN,0.0008063842332746165,2,True
VDAC1,DR,1.0,2,True
VEZF1,DN,9.654210575853112e-09,2,True
VEZF1,DPN,1.2963067131353941e-25,2,True
VEZF1,DR,1.2391985205518082e-23,2,True
VPS16,DN,1.6534090747545363e-32,1,False
VPS16,DPN,7.688296193689458e-43,1,False
VPS16,DR,1.4912302433061233e-08,1,False
VPS26A,DN,1.0900460581475605e-05,1,False
VPS26A,DPN,8.037406244695742e-07,1,False
VPS26A,DR,9.874344996632452e-21,1,False
VPS26B,DN,0.0031594903303206515,2,True
VPS26B,DPN,0.3044254970192321,2,True
VPS26B,DR,0.05428973305510499,2,True
VPS29,DN,0.014960203249911147,2,True
VPS29,DPN,1.0,2,True
VPS29,DR,5.99553275040982e-15,2,True
VPS36,DN,2.5031750859706632e-26,2,True
VPS36,DPN,0.01214314936388241,2,True
VPS36,DR,0.03212072181348547,2,True
VPS37C,DN,7.45125393451094e-08,2,True
VPS37C,DPN,0.27637878315000264,2,True
VPS37C,DR,2.4443176294561234e-17,2,True
VPS52,DN,3.887703690433092e-15,2,True
VPS52,DPN,0.0016115865487512388,2,True
VPS52,DR,2.00932362683825e-11,2,True
VTI1B,DN,0.0001732374280870391,2,True
VTI1B,DPN,0.15804430993106036,2,True
VTI1B,DR,1.0,2,True
WAC,DN,0.22628572396616536,1,True
WAC,DPN,0.14689013417139132,1,True
WAC,DR,0.2326468646297662,1,True
WASL,DN,0.07394364691956185,2,True
WASL,DPN,7.01849668782962e-15,2,True
WASL,DR,1.0,2,True
WBP4,DN,0.025999538750807637,1,False
WBP4,DPN,1.320263084518297e-29,1,False
WBP4,DR,0.0001604414794542779,1,False
WDR45B,DN,0.0008864288622617116,2,True
WDR45B,DPN,1.0,2,True
WDR45B,DR,0.268049145436576,2,True
WDR46,DN,0.0003216567865803871,2,True
WDR46,DPN,2.114572225010938e-05,2,True
WDR46,DR,7.536877515068958e-52,2,True
WDR55,DN,0.007285448841252803,1,True
WDR55,DPN,0.03340725083411826,1,True
WDR55,DR,0.4398178494394318,1,True
WDR82,DN,2.2680229444606547e-05,1,False
WDR82,DPN,0.0848993474104594,1,False
WDR82,DR,1.5077808063684687e-05,1,False
WDR83OS,DN,4.053192583430439e-38,2,True
WDR83OS,DPN,1.3575759007565309e-24,2,True
WDR83OS,DR,1.422949699955775e-94,2,True
WHAMM,DN,0.013025564876832218,2,True
WHAMM,DPN,0.16866070219547777,2,True
WHAMM,DR,0.07676821720477223,2,True
WIPI2,DN,1.0,2,True
WIPI2,DPN,0.017092104191530816,2,True
WIPI2,DR,2.8170352181970274e-07,2,True
YARS,DN,0.0070436493425218285,2,True
YARS,DPN,6.908116793585121e-15,2,True
YARS,DR,1.0,2,True
YIF1A,DN,0.08329698403748968,2,True
YIF1A,DPN,1.0,2,True
YIF1A,DR,1.0,2,True
YIPF3,DN,4.376289244718455e-08,2,True
YIPF3,DPN,0.14770711730186892,2,True
YIPF3,DR,9.999999999999999e-301,2,True
YKT6,DN,1.6760687494901381e-06,1,False
YKT6,DPN,0.0594988894789616,1,False
YKT6,DR,2.7041508999028085e-06,1,False
YME1L1,DN,0.001601524047058726,1,False
YME1L1,DPN,0.4769519772899482,1,False
YME1L1,DR,0.5139942026643679,1,False
YWHAB,DN,0.0008877005486704399,2,True
YWHAB,DPN,8.335431523088006e-09,2,True
YWHAB,DR,0.0001699499334476702,2,True
YY1,DN,0.21953394469853152,2,True
YY1,DPN,0.04476783965163899,2,True
YY1,DR,1.706164806681555e-05,2,True
ZBTB17,DN,0.03765003955042076,1,False
ZBTB17,DPN,0.8781861770164396,1,False
ZBTB17,DR,0.6020116350066975,1,False
ZC3H15,DN,1.0294295949682859e-10,1,True
ZC3H15,DPN,0.3616713111456146,1,True
ZC3H15,DR,1.0659179232771146e-06,1,True
ZC3H18,DN,0.00015373327526851442,2,True
ZC3H18,DPN,0.06083303791950408,2,True
ZC3H18,DR,9.859237841551511e-15,2,True
ZC3H3,DN,0.014405702286794888,2,True
ZC3H3,DPN,0.20121906441544232,2,True
ZC3H3,DR,0.0027864164687438943,2,True
ZDHHC6,DN,9.602284999074942e-08,2,True
ZDHHC6,DPN,0.0001128418416226446,2,True
ZDHHC6,DR,5.966499374047155e-20,2,True
ZDHHC7,DN,0.0004957765823130008,2,True
ZDHHC7,DPN,2.8768699001009926e-05,2,True
ZDHHC7,DR,0.0007816218694614288,2,True
ZFP91,DN,1.0,2,True
ZFP91,DPN,0.08181130710756374,2,True
ZFP91,DR,0.34824110096536454,2,True
ZFPL1,DN,0.0016535170448616027,2,True
ZFPL1,DPN,0.054434452437111994,2,True
ZFPL1,DR,1.0,2,True
ZMAT2,DN,0.005273365662648969,2,True
ZMAT2,DPN,1.0,2,True
ZMAT2,DR,0.42639561839892703,2,True
ZMPSTE24,DN,1.101370543355103e-47,2,True
ZMPSTE24,DPN,8.065079210641379e-23,2,True
ZMPSTE24,DR,1.909691938155995e-36,2,True
ZNF146,DN,0.5672374500177964,1,False
ZNF146,DPN,7.60912601591335e-26,1,False
ZNF146,DR,0.6942683942123201,1,False
ZNF330,DN,0.023995997565967028,2,True
ZNF330,DPN,0.055585980438053566,2,True
ZNF330,DR,1.0,2,True
ZNF777,DN,0.020662863234985788,2,True
ZNF777,DPN,0.00839191207524331,2,True
ZNF777,DR,1.0,2,True
ZNF865,DN,0.930606667063878,1,False
ZNF865,DPN,0.007118873466599736,1,False
ZNF865,DR,0.004106911822030938,1,False
ZRANB1,DN,1.238044934336486e-07,2,True
ZRANB1,DPN,1.6711896457634522e-12,2,True
ZRANB1,DR,0.05480526856055803,2,True
ZRANB2,DN,1.0,2,True
ZRANB2,DPN,1.6336265164761968e-06,2,True
ZRANB2,DR,2.7308832602340964e-10,2,True
ZYG11B,DN,0.3629292900815168,1,False
ZYG11B,DPN,0.39073834336459573,1,False
ZYG11B,DR,0.39644020243578026,1,False
