gene,trait,p_acat,n_tissues,in_both
FIBP,DN,0.0011516854743374686,2,True
FIBP,DPN,0.10727427226213028,2,True
FIBP,DR,0.04832882018569253,2,True
FIS1,DN,3.5006219289902325e-46,1,True
FIS1,DPN,1.0992319180644447e-57,1,True
FIS1,DR,2.404736534515928e-08,1,True
FIZ1,DN,0.7247431086896317,1,False
FIZ1,DPN,0.31231195084050983,1,False
FIZ1,DR,0.2190814844642878,1,False
FLCN,DN,0.00587312344875736,2,True
FLCN,DPN,0.2608018657151706,2,True
FLCN,DR,0.2796677841971592,2,True
FRG1,DN,0.11181255633320833,1,True
FRG1,DPN,0.9921523021687252,1,True
FRG1,DR,0.026891778319471704,1,True
FTSJ3,DN,1.0,2,True
FTSJ3,DPN,1.0,2,True
FTSJ3,DR,0.23317447439601918,2,True
FUBP3,DN,2.7451947520686716e-22,2,True
FUBP3,DPN,5.554329303411729e-07,2,True
FUBP3,DR,7.530817270402716e-34,2,True
G3BP1,DN,0.0434176019420154,1,False
G3BP1,DPN,0.15750292204536265,1,False
G3BP1,DR,0.0018552684938787643,1,False
G3BP2,DN,0.00035205946332511265,1,False
G3BP2,DPN,0.23349025809840582,1,False
G3BP2,DR,1.925756204285336e-06,1,False
G6PC3,DN,0.013549044687447012,2,True
G6PC3,DPN,1.0,2,True
G6PC3,DR,0.011782970374157096,2,True
GABARAPL2,DN,1.0,2,True
GABARAPL2,DPN,0.15186296945551261,2,True
GABARAPL2,DR,0.038731040371565634,2,True
GATAD1,DN,3.234666067875603e-223,2,True
GATAD1,DPN,0.06936331239298153,2,True
GATAD1,DR,0.0038959220164545595,2,True
GATAD2B,DN,1.0,2,True
GATAD2B,DPN,0.41712211531785326,2,True
GATAD2B,DR,1.0,2,True
GBF1,DN,0.12162841613304524,2,True
GBF1,DPN,0.002911386175308091,2,True
GBF1,DR,1.4973125114401582e-11,2,True
GDI2,DN,1.0,2,True
GDI2,DPN,0.004956645984305559,2,True
GDI2,DR,0.004680208740504477,2,True
GID8,DN,0.029541658759268632,2,True
GID8,DPN,0.047618883245078396,2,True
GID8,DR,0.000357234180522271,2,True
GLE1,DN,0.0,1,True
GLE1,DPN,4.6863991589662216e-24,1,True
GLE1,DR,2.2021662310136318e-51,1,True
GNB1,DN,0.011355035872957128,2,True
GNB1,DPN,0.002055413661517918,2,True
GNB1,DR,0.012617274415404413,2,True
GNL2,DN,0.9127089589766116,1,True
GNL2,DPN,0.02281521836276729,1,True
GNL2,DR,0.8327968883567745,1,True
GNPAT,DN,1.0,2,True
GNPAT,DPN,1.7849480438711646e-05,2,True
GNPAT,DR,3.426824540311016e-05,2,True
GNPTG,DN,2.0200384472167415e-13,2,True
GNPTG,DPN,0.1495019458287829,2,True
GNPTG,DR,2.5478611746323444e-11,2,True
GOLGA3,DN,2.0700812013370325e-15,2,True
GOLGA3,DPN,0.004439958382183085,2,True
GOLGA3,DR,1.7808843766618257e-54,2,True
GOLGA4,DN,0.0008070505701466451,2,True
GOLGA4,DPN,7.312614722036007e-08,2,True
GOLGA4,DR,2.291372772338912e-29,2,True
GOLPH3,DN,9.999999999999999e-301,2,True
GOLPH3,DPN,0.002253527204721663,2,True
GOLPH3,DR,9.999999999999999e-301,2,True
GORASP2,DN,0.009758009796560874,2,True
GORASP2,DPN,1.0,2,True
GORASP2,DR,0.216263169176043,2,True
GOSR2,DN,0.0006464448520297675,2,True
GOSR2,DPN,0.04633428670618525,2,True
GOSR2,DR,0.004649287931211898,2,True
GPBP1,DN,0.001401655289913181,1,True
GPBP1,DPN,0.5614555874200962,1,True
GPBP1,DR,0.008550427988756219,1,True
GPI,DN,1.0,2,True
GPI,DPN,4.335767463962604e-07,2,True
GPI,DR,0.24887901009765426,2,True
GPN2,DN,0.004086221993239842,1,False
GPN2,DPN,0.3304791982757937,1,False
GPN2,DR,0.011747403675101577,1,False
GPN3,DN,0.015522362923218787,1,False
GPN3,DPN,0.8562150032297353,1,False
GPN3,DR,0.0032964944970089952,1,False
GSK3A,DN,1.4610965957177468e-06,2,True
GSK3A,DPN,0.0016572555676111127,2,True
GSK3A,DR,1.804044969306249e-54,2,True
GSPT1,DN,6.454179872805516e-26,2,True
GSPT1,DPN,2.0774252470023905e-72,2,True
GSPT1,DR,4.2972683159922106e-14,2,True
GSTO1,DN,5.1611285008206506e-11,2,True
GSTO1,DPN,6.455337221239769e-14,2,True
GSTO1,DR,6.713095245555333e-06,2,True
GTF2E2,DN,0.7051943184171122,1,True
GTF2E2,DPN,0.5656277463517636,1,True
GTF2E2,DR,0.11219206366710158,1,True
GTF2F1,DN,2.6366973184645184e-07,2,True
GTF2F1,DPN,6.364757762922293e-33,2,True
GTF2F1,DR,1.0983022323104143e-07,2,True
GTF2F2,DN,1.539451478262097e-30,2,True
GTF2F2,DPN,5.570820824065419e-06,2,True
GTF2F2,DR,0.08642240429572999,2,True
GTF3A,DN,0.004811379985069117,2,True
GTF3A,DPN,0.001042172298864505,2,True
GTF3A,DR,0.0018919456780651872,2,True
GTF3C3,DN,1.47541262351014e-19,2,True
GTF3C3,DPN,0.15580729155412862,2,True
GTF3C3,DR,4.121135442905342e-33,2,True
GTF3C6,DN,1.1699730986472027e-05,2,True
GTF3C6,DPN,0.2872329181377576,2,True
GTF3C6,DR,0.002311455533050361,2,True
GTPBP1,DN,9.999999999999999e-301,2,True
GTPBP1,DPN,1.1204076978803901e-66,2,True
GTPBP1,DR,9.999999999999999e-301,2,True
GUK1,DN,1.0,2,True
GUK1,DPN,6.993088247917508e-05,2,True
GUK1,DR,0.004874311947804783,2,True
H3F3B,DN,0.6355569254736466,1,False
H3F3B,DPN,0.015019948253284267,1,False
H3F3B,DR,0.0012456384832999752,1,False
HAT1,DN,0.01587402432112836,1,True
HAT1,DPN,0.4749284757051664,1,True
HAT1,DR,0.359444649871781,1,True
HDLBP,DN,6.789389370105233e-08,2,True
HDLBP,DPN,0.1330266550246777,2,True
HDLBP,DR,2.2692978126450964e-05,2,True
HERPUD2,DN,1.0,2,True
HERPUD2,DPN,1.0,2,True
HERPUD2,DR,0.3450988237675737,2,True
HGS,DN,2.555821157495286e-22,2,True
HGS,DPN,3.5819003541759513e-132,2,True
HGS,DR,6.262038474963013e-07,2,True
HINT1,DN,1.1681189779030737e-33,2,True
HINT1,DPN,7.333116352302505e-18,2,True
HINT1,DR,3.878027184670551e-08,2,True
HIPK1,DN,2.849124701710809e-08,2,True
HIPK1,DPN,0.3661438273172328,2,True
HIPK1,DR,1.004277580146827e-15,2,True
HMGXB3,DN,3.5862618727011e-05,2,True
HMGXB3,DPN,7.817391707859542e-15,2,True
HMGXB3,DR,0.0021749432734225267,2,True
HNRNPD,DN,0.00868046260700908,1,False
HNRNPD,DPN,0.0012502049924480692,1,False
HNRNPD,DR,0.9321114277362166,1,False
HNRNPM,DN,1.159352718624768e-09,1,True
HNRNPM,DPN,0.028368733227719697,1,True
HNRNPM,DR,0.856885228130765,1,True
HP1BP3,DN,4.5647349731005973e-26,2,True
HP1BP3,DPN,0.0029216155042072174,2,True
HP1BP3,DR,5.018515357301703e-21,2,True
HSBP1,DN,0.22560581505561184,2,True
HSBP1,DPN,1.0,2,True
HSBP1,DR,0.0035160998735291253,2,True
HSF1,DN,7.448203953135918e-07,2,True
HSF1,DPN,5.9180661684450095e-15,2,True
HSF1,DR,2.563410025397939e-13,2,True
HTT,DN,1.0,2,True
HTT,DPN,0.10950423090550364,2,True
HTT,DR,1.0,2,True
ICMT,DN,8.787981030234842e-49,1,False
ICMT,DPN,7.666007546711542e-09,1,False
ICMT,DR,0.7957974559478,1,False
IER3IP1,DN,0.03663578735500291,2,True
IER3IP1,DPN,1.0,2,True
IER3IP1,DR,1.0,2,True
IK,DN,0.007500880044353601,2,True
IK,DPN,6.9383014859855e-24,2,True
IK,DR,2.1870473542320644e-15,2,True
ILKAP,DN,1.7595800533667343e-07,2,True
ILKAP,DPN,3.3895506911394445e-23,2,True
ILKAP,DR,0.0047450861521029595,2,True
INTS10,DN,1.0,2,True
INTS10,DPN,0.08056407824797582,2,True
INTS10,DR,0.19555691691680582,2,True
INTS12,DN,0.00039183079472086097,2,True
INTS12,DPN,1.5779640206224467e-29,2,True
INTS12,DR,7.019460922029878e-10,2,True
IPO8,DN,4.7866503659574694e-08,2,True
IPO8,DPN,1.0,2,True
IPO8,DR,0.004151100587359098,2,True
IPO9,DN,0.0006253350962383965,2,True
IPO9,DPN,1.0,2,True
IPO9,DR,0.00022512834164760209,2,True
ISCU,DN,4.629360269295608e-32,1,False
ISCU,DPN,1.5743042944339915e-42,1,False
ISCU,DR,5.6714410948820505e-08,1,False
ITCH,DN,0.13236678979248487,1,True
ITCH,DPN,0.6287674685772131,1,True
ITCH,DR,0.35998807495522245,1,True
IWS1,DN,1.4503883002574214e-08,2,True
IWS1,DPN,1.0,2,True
IWS1,DR,9.759353992622372e-33,2,True
JAGN1,DN,0.29134830740742057,1,True
JAGN1,DPN,0.6619473232246665,1,True
JAGN1,DR,0.28339710053013734,1,True
JAK1,DN,3.4163273963396666e-18,2,True
JAK1,DPN,9.952688211686067e-23,2,True
JAK1,DR,0.19914592140367515,2,True
JOSD1,DN,0.004319939767437827,1,False
JOSD1,DPN,0.8377186434987353,1,False
JOSD1,DR,0.013207136378410483,1,False
KARS,DN,0.002657626770627603,2,True
KARS,DPN,6.034354344246942e-06,2,True
KARS,DR,1.688764564986889e-05,2,True
KAT8,DN,0.058528345575805114,2,True
KAT8,DPN,1.0,2,True
KAT8,DR,0.06241767219319615,2,True
KBTBD2,DN,2.139720449095038e-06,2,True
KBTBD2,DPN,1.0,2,True
KBTBD2,DR,4.045572958324347e-08,2,True
KCMF1,DN,1.0,2,True
KCMF1,DPN,1.0,2,True
KCMF1,DR,1.0,2,True
KCTD20,DN,5.582694349051938e-104,2,True
KCTD20,DPN,0.002326994467866016,2,True
KCTD20,DR,0.004335234412790703,2,True
KCTD5,DN,0.00019916502931269762,1,False
KCTD5,DPN,0.5196121389038085,1,False
KCTD5,DR,1.7974025816741805e-06,1,False
KDELR2,DN,0.111411780599462,2,True
KDELR2,DPN,0.0005886516964741377,2,True
KDELR2,DR,1.0,2,True
KDM1A,DN,0.588823503957761,1,True
KDM1A,DPN,0.08134042740694318,1,True
KDM1A,DR,0.001039022442815454,1,True
KDM4B,DN,6.237490687492958e-19,1,True
KDM4B,DPN,1.0091963425880657e-41,1,True
KDM4B,DR,1.4207258706276073e-17,1,True
KHSRP,DN,0.13620535243630602,2,True
KHSRP,DPN,0.07127596588035716,2,True
KHSRP,DR,0.0031295100897680006,2,True
KIF1BP,DN,0.0006450868430024297,1,True
KIF1BP,DPN,0.5306052539543384,1,True
KIF1BP,DR,0.0607480276538077,1,True
KPNA1,DN,9.999999999999999e-301,2,True
KPNA1,DPN,1.6789370322887488e-75,2,True
KPNA1,DR,3.956326310123352e-145,2,True
KPNA3,DN,0.0022069439848272634,2,True
KPNA3,DPN,3.8744624875701515e-44,2,True
KPNA3,DR,4.4400049615505204e-29,2,True
KPNA4,DN,0.22560308099129714,2,True
KPNA4,DPN,1.0,2,True
KPNA4,DR,0.22287421267075666,2,True
KPNA6,DN,0.03320911332595214,2,True
KPNA6,DPN,0.0005920286271026978,2,True
KPNA6,DR,0.0002066942086331578,2,True
KXD1,DN,0.12074285647417776,2,True
KXD1,DPN,0.31117678176923297,2,True
KXD1,DR,1.1887958961740938e-08,2,True
LAMTOR5,DN,1.0,2,True
LAMTOR5,DPN,0.09861608118764954,2,True
LAMTOR5,DR,0.12115071084497105,2,True
LARP1,DN,0.709669093810293,1,False
LARP1,DPN,0.656331878026373,1,False
LARP1,DR,0.5109853068634165,1,False
LARP4B,DN,0.33211959929850166,2,True
LARP4B,DPN,0.008087109399574409,2,True
LARP4B,DR,0.014770929657896103,2,True
LARS,DN,0.05184541006037028,1,False
LARS,DPN,0.023563760259480312,1,False
LARS,DR,0.6162182323787893,1,False
LDB1,DN,0.02735530524838028,2,True
LDB1,DPN,0.03334681111106847,2,True
LDB1,DR,0.0004101832084451425,2,True
LEMD2,DN,1.222912396624563e-06,2,True
LEMD2,DPN,3.5713264735428385e-05,2,True
LEMD2,DR,1.2210664592076496e-28,2,True
LENG1,DN,3.835830038684403e-09,1,True
LENG1,DPN,0.6767777723495856,1,True
LENG1,DR,2.4864154489472094e-24,1,True
LENG8,DN,0.004826010877003419,2,True
LENG8,DPN,0.0020182503179012124,2,True
LENG8,DR,0.006406407739268312,2,True
LMAN1,DN,0.21326540757466386,1,False
LMAN1,DPN,0.1811216620048972,1,False
LMAN1,DR,0.5982597550944486,1,False
LMAN2,DN,0.04207908708488435,2,True
LMAN2,DPN,0.00010253577146349871,2,True
LMAN2,DR,0.0006396688947289796,2,True
LMF2,DN,4.731646367821354e-19,2,True
LMF2,DPN,5.420407082252696e-06,2,True
LMF2,DR,0.004662996947686481,2,True
LONP1,DN,0.3568750092285654,2,True
LONP1,DPN,0.24982068660483497,2,True
LONP1,DR,0.031498741322588626,2,True
LRPAP1,DN,0.5453671771130322,1,True
LRPAP1,DPN,0.23112142312139958,1,True
LRPAP1,DR,0.9527846825963786,1,True
LRRC41,DN,0.31217436869650794,1,False
LRRC41,DPN,0.23489337994281298,1,False
LRRC41,DR,0.32389419444278966,1,False
LSM12,DN,1.4760944811210732e-19,2,True
LSM12,DPN,6.208370583017981e-60,2,True
LSM12,DR,5.022632937995822e-22,2,True
LSM14A,DN,6.120224739526787e-05,2,True
LSM14A,DPN,9.42154911410005e-09,2,True
LSM14A,DR,2.152051686783264e-23,2,True
LSM14B,DN,2.7488844972851143e-06,2,True
LSM14B,DPN,0.13941663218818395,2,True
LSM14B,DR,0.11910803672442363,2,True
LSM4,DN,3.865130330925576e-67,1,False
LSM4,DPN,0.04659409970873316,1,False
LSM4,DR,3.4367826715206523e-09,1,False
LUC7L3,DN,0.7594866168942129,1,False
LUC7L3,DPN,0.47951353087927995,1,False
LUC7L3,DR,0.2772948957990267,1,False
MAN1A2,DN,2.41043353868899e-09,2,True
MAN1A2,DPN,1.535350277311307e-24,2,True
MAN1A2,DR,0.0015323415986868091,2,True
MAP2K1,DN,0.07403247273793416,1,True
MAP2K1,DPN,4.337734279251823e-09,1,True
MAP2K1,DR,4.3770442874483374e-07,1,True
MAP2K2,DN,6.8128544509088996e-12,2,True
MAP2K2,DPN,0.0008314453065768825,2,True
MAP2K2,DR,8.775891669061457e-36,2,True
MAPK1,DN,0.019838490632916168,1,True
MAPK1,DPN,0.9899728886024048,1,True
MAPK1,DR,0.4518272233924188,1,True
MAPK1IP1L,DN,0.020119915347446234,2,True
MAPK1IP1L,DPN,0.02293874435852476,2,True
MAPK1IP1L,DR,1.0,2,True
MAPK8IP3,DN,0.0036549199317689155,1,False
MAPK8IP3,DPN,1.9548898343428024e-05,1,False
MAPK8IP3,DR,0.5248550413478119,1,False
MAPRE1,DN,1.0438940539318235e-07,1,True
MAPRE1,DPN,0.6209952774193497,1,True
MAPRE1,DR,0.20780306914224544,1,True
MARCH5,DN,0.007335279600293745,2,True
MARCH5,DPN,1.0,2,True
MARCH5,DR,1.0,2,True
MAU2,DN,6.064583545962967e-24,1,False
MAU2,DPN,1.7805993802303644e-08,1,False
MAU2,DR,1.1728112143030681e-27,1,False
MAX,DN,2.880067214154936e-06,2,True
MAX,DPN,0.0003363278990429318,2,True
MAX,DR,0.011961339997451203,2,True
MCMBP,DN,0.00011351594372373384,2,True
MCMBP,DPN,1.4810179234044917e-07,2,True
MCMBP,DR,0.0006805335057756189,2,True
MCRS1,DN,0.08430496886358721,1,True
MCRS1,DPN,7.011601488525188e-14,1,True
MCRS1,DR,0.24229022877079306,1,True
MEA1,DN,0.10040012745520224,2,True
MEA1,DPN,0.023326723193647477,2,True
MEA1,DR,0.06648293554145229,2,True
MED10,DN,0.026689321204361932,2,True
MED10,DPN,0.00229937030941995,2,True
MED10,DR,1.4504124093723878e-06,2,True
MED21,DN,3.9826687410263563e-26,2,True
MED21,DPN,2.7617273853764503e-30,2,True
MED21,DR,1.9914192741891338e-07,2,True
MED25,DN,0.2143048482186258,2,True
MED25,DPN,0.4011356191747917,2,True
MED25,DR,0.00043010318564824475,2,True
MED28,DN,0.8352595235162167,1,False
MED28,DPN,0.873430490300617,1,False
MED28,DR,0.05673187564093852,1,False
MED4,DN,0.001538995903118396,2,True
MED4,DPN,1.5062969358413393e-06,2,True
MED4,DR,2.066744508633385e-05,2,True
MED9,DN,1.0,2,True
MED9,DPN,0.024948409345851144,2,True
MED9,DR,0.027136526612561575,2,True
METTL9,DN,2.2213428266002958e-07,2,True
METTL9,DPN,1.0683880185994958e-06,2,True
METTL9,DR,1.5600819868934383e-06,2,True
MFN2,DN,0.548829136228574,1,False
MFN2,DPN,0.5586473152388958,1,False
MFN2,DR,0.17624758959919753,1,False
MFSD14A,DN,0.24985247275068329,2,True
MFSD14A,DPN,2.2351600350336143e-06,2,True
MFSD14A,DR,1.5115373293831499e-25,2,True
MGRN1,DN,0.005148062380979936,2,True
MGRN1,DPN,0.0011183732828233923,2,True
MGRN1,DR,0.029576815204651923,2,True
MKRN2,DN,2.294903590845909e-11,2,True
MKRN2,DPN,0.0030778432226580147,2,True
MKRN2,DR,2.136912696362381e-08,2,True
MLEC,DN,4.413605129836735e-107,2,True
MLEC,DPN,3.0660853727361133e-43,2,True
MLEC,DR,3.822008785319511e-60,2,True
MLF2,DN,0.0037310790565118586,2,True
MLF2,DPN,0.001567482124164323,2,True
MLF2,DR,1.0,2,True
MORC2,DN,1.0,2,True
MORC2,DPN,0.000406336095240975,2,True
MORC2,DR,0.025183626694762366,2,True
MPHOSPH10,DN,0.4175148983887572,2,True
MPHOSPH10,DPN,1.0,2,True
MPHOSPH10,DR,0.0014250680220913702,2,True
MRTO4,DN,1.800464063589868e-10,2,True
MRTO4,DPN,1.0,2,True
MRTO4,DR,0.0002879510834967859,2,True
MSL1,DN,0.0011766075154514876,2,True
MSL1,DPN,8.689363485122824e-06,2,True
MSL1,DR,3.9164886641436237e-11,2,True
MSL2,DN,0.28638655531492924,1,True
MSL2,DPN,0.052784109686330995,1,True
MSL2,DR,0.24948125826151407,1,True
MTCH1,DN,0.0002150503927614057,2,True
MTCH1,DPN,0.08843351582712751,2,True
MTCH1,DR,0.15313927184471532,2,True
MTDH,DN,4.9319185829866486e-06,2,True
MTDH,DPN,5.371991025350276e-23,2,True
MTDH,DR,6.747019099899552e-20,2,True
MTOR,DN,0.23518383070765142,1,False
MTOR,DPN,0.30339651476295765,1,False
MTOR,DR,0.0011639495287261022,1,False
MTPN,DN,0.0009304106226252812,1,False
MTPN,DPN,0.0010226353848904956,1,False
MTPN,DR,0.7347302330864915,1,False
MYCBP2,DN,9.117170074426756e-17,1,True
MYCBP2,DPN,6.859198550180774e-05,1,True
MYCBP2,DR,2.604553659478179e-12,1,True
MYDGF,DN,6.290261830912796e-20,2,True
MYDGF,DPN,1.0,2,True
MYDGF,DR,5.908066370708651e-29,2,True
NACA,DN,1.0,2,True
NACA,DPN,1.0,2,True
NACA,DR,0.10444240959021475,2,True
NAP1L1,DN,0.03568659578528564,2,True
NAP1L1,DPN,0.34549142399710314,2,True
NAP1L1,DR,1.0,2,True
NAP1L4,DN,2.421117906289911e-05,1,True
NAP1L4,DPN,3.4695489858512235e-19,1,True
NAP1L4,DR,0.04335756239092189,1,True
NAPA,DN,0.21359052832395126,2,True
NAPA,DPN,1.0,2,True
NAPA,DR,0.0011276086428252592,2,True
NAPG,DN,0.141332284760123,2,True
NAPG,DPN,0.10579630836105736,2,True
NAPG,DR,0.03826119799868529,2,True
NARS,DN,0.03876015387559508,2,True
NARS,DPN,0.02297629591739396,2,True
NARS,DR,0.042321000756192606,2,True
NAT10,DN,1.1545925069817638e-16,1,False
NAT10,DPN,0.5791250327899007,1,False
NAT10,DR,2.718672960680344e-07,1,False
NCBP1,DN,0.630151691602051,1,True
NCBP1,DPN,0.26027559622676255,1,True
NCBP1,DR,0.027525640493942054,1,True
NCBP2,DN,2.0622914371080418e-22,1,False
NCBP2,DPN,5.690150009098911e-66,1,False
NCBP2,DR,4.056759740572897e-14,1,False
NCOA5,DN,5.966106566776739e-05,1,False
NCOA5,DPN,0.008851347134779803,1,False
NCOA5,DR,0.06618655270031383,1,False
NDUFAF2,DN,0.05741939216555503,2,True
NDUFAF2,DPN,0.00025665546068724,2,True
NDUFAF2,DR,4.472206596989485e-08,2,True
NDUFB8,DN,0.0007544970765195252,2,True
NDUFB8,DPN,0.37641033588556416,2,True
NDUFB8,DR,3.6093206756135018e-06,2,True
NELFB,DN,0.12658738704297565,2,True
NELFB,DPN,0.01242538254592454,2,True
NELFB,DR,0.0001601063692461047,2,True
NFYB,DN,0.004655723626910979,2,True
NFYB,DPN,1.3136318146915721e-14,2,True
NFYB,DR,1.0,2,True
NGDN,DN,5.785503473419536e-146,2,True
NGDN,DPN,1.273706076093735e-16,2,True
NGDN,DR,1.474563178582949e-24,2,True
NMD3,DN,0.00011552702933736169,2,True
NMD3,DPN,2.724110832968603e-16,2,True
NMD3,DR,0.016722565057593845,2,True
NOP14,DN,0.37675484943541465,1,False
NOP14,DPN,0.28470588130461977,1,False
NOP14,DR,0.9755849968183441,1,False
NOP9,DN,1.108164992781888e-06,2,True
NOP9,DPN,0.22051039257572594,2,True
NOP9,DR,1.1887890754707491e-08,2,True
NOSIP,DN,0.0001561331223381454,1,True
NOSIP,DPN,0.00035728635189695744,1,True
NOSIP,DR,0.002081786241393621,1,True
NPEPPS,DN,0.0018059577340228392,2,True
NPEPPS,DPN,0.006497443594222488,2,True
NPEPPS,DR,0.0004380853758134618,2,True
NPLOC4,DN,0.15666412220381262,2,True
NPLOC4,DPN,0.1793291377770823,2,True
NPLOC4,DR,1.3726078870310602e-06,2,True
NRBP1,DN,0.005394221023092134,2,True
NRBP1,DPN,1.0,2,True
NRBP1,DR,0.07340575024965199,2,True
NSA2,DN,3.346502475093046e-08,2,True
NSA2,DPN,0.04619776694770514,2,True
NSA2,DR,3.0701129539889977e-19,2,True
NSMCE1,DN,0.0027624353399885383,2,True
NSMCE1,DPN,0.2781029625465111,2,True
NSMCE1,DR,8.281799754358554e-16,2,True
NSMCE4A,DN,0.0050166330511019165,2,True
NSMCE4A,DPN,5.024342061141777e-06,2,True
NSMCE4A,DR,1.4435355689585218e-06,2,True
NT5C2,DN,0.00022686659797203893,1,False
NT5C2,DPN,0.0011887737548454975,1,False
NT5C2,DR,2.59517482451186e-25,1,False
NUCKS1,DN,0.15197133881701988,2,True
NUCKS1,DPN,0.14451883725711534,2,True
NUCKS1,DR,0.14760519136051517,2,True
NUDC,DN,2.2555078214076042e-07,1,True
NUDC,DPN,3.8564524040241605e-68,1,True
NUDC,DR,4.075954411687946e-94,1,True
NUDT16L1,DN,3.1619263876939494e-06,2,True
NUDT16L1,DPN,7.545738989400512e-09,2,True
NUDT16L1,DR,0.008799231556833893,2,True
NUDT21,DN,1.3804396170522656e-07,2,True
NUDT21,DPN,2.8931309415474237e-13,2,True
NUDT21,DR,1.165436597377522e-05,2,True
NUDT9,DN,1.0,2,True
NUDT9,DPN,0.00019767130090273753,2,True
NUDT9,DR,0.1478204761921479,2,True
NUFIP2,DN,0.0030722640731587394,2,True
NUFIP2,DPN,0.086379309095945,2,True
NUFIP2,DR,0.02584096445107548,2,True
NUMA1,DN,0.030727329607336526,2,True
NUMA1,DPN,0.4941028323019796,2,True
NUMA1,DR,0.011439856578275483,2,True
NUP133,DN,6.853559629888612e-07,1,True
NUP133,DPN,0.5777860735129317,1,True
NUP133,DR,0.060878706370627055,1,True
NUS1,DN,1.8381413003814471e-09,2,True
NUS1,DPN,0.008452164396431717,2,True
NUS1,DR,1.398681742140231e-06,2,True
OS9,DN,1.0,2,True
OS9,DPN,0.01232103480778633,2,True
OS9,DR,0.0018751684472154333,2,True
OTUB1,DN,4.553388119483429e-15,2,True
OTUB1,DPN,1.5875715396857557e-05,2,True
OTUB1,DR,0.00048381724900323827,2,True
OXSR1,DN,4.355416008290613e-26,1,True
OXSR1,DPN,3.6449035333494315e-10,1,True
OXSR1,DR,1.0919792513370198e-21,1,True
P4HB,DN,0.6372725421785357,1,False
P4HB,DPN,0.17018360253857953,1,False
P4HB,DR,0.031274715687345044,1,False
PA2G4,DN,8.845324277810666e-20,2,True
PA2G4,DPN,0.00539076285116152,2,True
PA2G4,DR,5.361175058830808e-14,2,True
PACS1,DN,0.31566350242737323,2,True
PACS1,DPN,0.053929997023548365,2,True
PACS1,DR,1.5381954448590302e-09,2,True
PACSIN2,DN,0.023653187243400018,2,True
PACSIN2,DPN,1.5441025524016943e-13,2,True
PACSIN2,DR,3.8749258653464314e-15,2,True
PAF1,DN,7.024614497115608e-09,2,True
PAF1,DPN,5.5323310972754666e-05,2,True
PAF1,DR,0.2340006526959272,2,True
PAFAH1B1,DN,5.433975140756667e-43,2,True
PAFAH1B1,DPN,7.376318439536369e-05,2,True
PAFAH1B1,DR,2.5940373211481088e-14,2,True
PAFAH1B2,DN,1.0270615456139003e-61,2,True
PAFAH1B2,DPN,2.8039007691276314e-24,2,True
PAFAH1B2,DR,4.206145016917954e-32,2,True
PARK7,DN,0.009071873548283059,2,True
PARK7,DPN,0.000515814485133301,2,True
PARK7,DR,1.0,2,True
PARN,DN,1.5367298543029256e-30,2,True
PARN,DPN,8.369418503683083e-06,2,True
PARN,DR,2.900837037343117e-137,2,True
PARP1,DN,0.01135086351570408,2,True
PARP1,DPN,2.558962150271248e-08,2,True
PARP1,DR,1.0,2,True
PATL1,DN,9.999999999999999e-301,2,True
PATL1,DPN,2.9151988862534313e-126,2,True
PATL1,DR,9.999999999999999e-301,2,True
PCGF3,DN,0.00738312809406913,2,True
PCGF3,DPN,2.4528327129087968e-08,2,True
PCGF3,DR,3.866564212081302e-06,2,True
PCIF1,DN,3.159971191091278e-08,2,True
PCIF1,DPN,3.4145053123446313e-10,2,True
PCIF1,DR,3.710656545680535e-13,2,True
PCMT1,DN,1.0,2,True
PCMT1,DPN,0.10894500963757241,2,True
PCMT1,DR,0.02114744814052462,2,True
PCMTD2,DN,6.174133175292306e-05,2,True
PCMTD2,DPN,0.041844135666338995,2,True
PCMTD2,DR,5.15029798958786e-07,2,True
PCSK7,DN,0.0793133180183195,1,False
PCSK7,DPN,0.022355534116651688,1,False
PCSK7,DR,0.22056429078050618,1,False
PCYOX1,DN,6.371438126750902e-30,2,True
PCYOX1,DPN,8.42298406735927e-24,2,True
PCYOX1,DR,5.131724181505288e-298,2,True
PDAP1,DN,6.974375156833718e-06,2,True
PDAP1,DPN,1.490344902273037e-09,2,True
PDAP1,DR,4.013997258738256e-24,2,True
PFDN2,DN,0.04692579124566266,2,True
PFDN2,DPN,0.00011150143307661654,2,True
PFDN2,DR,0.003611234944391888,2,True
PGAM5,DN,5.305359210094666e-35,2,True
PGAM5,DPN,4.407938833668626e-12,2,True
PGAM5,DR,3.39242469531613e-53,2,True
PGRMC2,DN,5.627853539364754e-07,2,True
PGRMC2,DPN,2.015684128193155e-09,2,True
PGRMC2,DR,2.0389477015981888e-05,2,True
PHF12,DN,0.15348048603376646,2,True
PHF12,DPN,9.47786412226094e-05,2,True
PHF12,DR,1.7982364021545445e-07,2,True
PHRF1,DN,9.065263469630759e-07,2,True
PHRF1,DPN,3.511610247507936e-07,2,True
PHRF1,DR,3.738041790257668e-09,2,True
PIGH,DN,7.631047120121233e-11,2,True
PIGH,DPN,7.918363367905146e-27,2,True
PIGH,DR,3.0722439624281376e-51,2,True
PIP5K1C,DN,0.13616539230508767,1,False
PIP5K1C,DPN,0.0011778591715943516,1,False
PIP5K1C,DR,0.001173429052074841,1,False
PMPCA,DN,1.5768138795733386e-05,2,True
PMPCA,DPN,1.7535503369679955e-06,2,True
